,name,corner,opponent,event,outcome,method,Round,Time,Significant_strikes,Total_strikes,KDs,TDs,Sub_Atts,Reversals,Control_time,Sig_Str_head,Sig_Str_body,Sig_Str_leg,Sig_Str_distance,Sig_Str_clinch,Sig_Str_ground
8817,Eddie Yagin,blue,Junior Assuncao,UFC 135: Jones vs Rampage,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,10 of 26,20 of 40,0,0 of 0,2,0,0:15,9 of 25,0 of 0,1 of 1,9 of 25,1 of 1,0 of 0
8818,Takeya Mizugaki,red,Cole Escovedo,UFC 135: Jones vs Rampage,W,KO/TKO,ROUND: 2,TIME: 4:30,70 of 129,85 of 146,2,1 of 1,0,0,2:35,50 of 104,13 of 18,7 of 7,46 of 86,21 of 35,3 of 8
8819,Cole Escovedo,blue,Takeya Mizugaki,UFC 135: Jones vs Rampage,L,KO/TKO,ROUND: 2,TIME: 4:30,29 of 51,33 of 56,0,0 of 0,0,0,0:40,10 of 29,16 of 19,3 of 3,15 of 31,14 of 20,0 of 0
8820,James Te Huna,red,Ricardo Romero,UFC 135: Jones vs Rampage,W,KO/TKO,ROUND: 1,TIME: 0:47,5 of 7,6 of 9,1,0 of 0,0,0,0:10,5 of 7,0 of 0,0 of 0,1 of 1,0 of 2,4 of 4
8821,Ricardo Romero,blue,James Te Huna,UFC 135: Jones vs Rampage,L,KO/TKO,ROUND: 1,TIME: 0:47,0 of 3,0 of 3,0,0 of 3,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
8822,Jake Shields,red,Jake Ellenberger,UFC Fight Night: Shields vs Ellenberger,L,KO/TKO,ROUND: 1,TIME: 0:53,1 of 13,1 of 13,0,0 of 1,0,0,0:07,0 of 12,1 of 1,0 of 0,1 of 13,0 of 0,0 of 0
8823,Jake Ellenberger,blue,Jake Shields,UFC Fight Night: Shields vs Ellenberger,W,KO/TKO,ROUND: 1,TIME: 0:53,9 of 16,10 of 17,1,0 of 0,0,0,0:04,7 of 13,1 of 2,1 of 1,2 of 8,2 of 2,5 of 6
8824,Court McGee,red,Dongi Yang,UFC Fight Night: Shields vs Ellenberger,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,62 of 201,66 of 205,0,2 of 7,1,0,0:57,36 of 158,6 of 19,20 of 24,53 of 185,5 of 11,4 of 5
8825,Dongi Yang,blue,Court McGee,UFC Fight Night: Shields vs Ellenberger,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,50 of 134,51 of 135,1,1 of 2,0,0,0:20,35 of 118,6 of 6,9 of 10,49 of 133,1 of 1,0 of 0
8826,Jonathan Brookins,red,Erik Koch,UFC Fight Night: Shields vs Ellenberger,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,23 of 59,29 of 67,0,1 of 20,0,0,8:39,11 of 40,9 of 15,3 of 4,4 of 31,19 of 28,0 of 0
8827,Erik Koch,blue,Jonathan Brookins,UFC Fight Night: Shields vs Ellenberger,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,40 of 110,86 of 158,0,0 of 0,0,0,0:34,23 of 91,6 of 7,11 of 12,24 of 86,16 of 24,0 of 0
8828,Alan Belcher,red,Jason MacDonald,UFC Fight Night: Shields vs Ellenberger,W,KO/TKO,ROUND: 1,TIME: 3:48,25 of 39,52 of 68,0,0 of 0,0,0,2:57,24 of 38,1 of 1,0 of 0,0 of 4,1 of 1,24 of 34
8829,Jason MacDonald,blue,Alan Belcher,UFC Fight Night: Shields vs Ellenberger,L,KO/TKO,ROUND: 1,TIME: 3:48,2 of 7,5 of 10,0,0 of 3,0,0,0:25,0 of 5,2 of 2,0 of 0,0 of 4,2 of 3,0 of 0
8830,Cody McKenzie,red,Vagner Rocha,UFC Fight Night: Shields vs Ellenberger,L,Submission,ROUND: 2,TIME: 3:49,15 of 43,31 of 59,0,0 of 0,1,0,0:32,10 of 35,2 of 3,3 of 5,12 of 40,3 of 3,0 of 0
8831,Vagner Rocha,blue,Cody McKenzie,UFC Fight Night: Shields vs Ellenberger,W,Submission,ROUND: 2,TIME: 3:49,18 of 48,53 of 84,0,2 of 2,4,0,5:41,14 of 39,1 of 4,3 of 5,9 of 35,0 of 0,9 of 13
