,hrefs
894,http://ufcstats.com/fighter-details/0d9312337fdce39a
895,http://ufcstats.com/fighter-details/a66395395b5f1394
896,http://ufcstats.com/fighter-details/b05086131c6f5dc5
897,http://ufcstats.com/fighter-details/0509b954421bb327
898,http://ufcstats.com/fighter-details/f9c7fe2682af3802
899,http://ufcstats.com/fighter-details/e5e148d4363deff8
900,http://ufcstats.com/fighter-details/5fd834edd92c9e50
901,http://ufcstats.com/fighter-details/679a9054e2815943
902,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
903,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
904,http://ufcstats.com/fighter-details/706404da0775dcbc
905,http://ufcstats.com/fighter-details/29b5d32584e02d8d
906,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
907,http://ufcstats.com/fighter-details/072a10e85f7d4bff
908,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
909,http://ufcstats.com/fighter-details/bda04c573563cc2e
910,http://ufcstats.com/fighter-details/654ae722109a0d31
911,http://ufcstats.com/fighter-details/4ae4049426e0161d
912,http://ufcstats.com/fighter-details/a7ddae0be8b78147
913,http://ufcstats.com/fighter-details/1a225f04aa6e0739
914,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
915,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
916,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
917,http://ufcstats.com/fighter-details/31732a614e7a3d1d
918,http://ufcstats.com/fighter-details/e979c76341f19b22
919,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
920,http://ufcstats.com/fighter-details/4417980b3e798abf
921,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
922,http://ufcstats.com/fighter-details/2153a7f8396a46cc
923,http://ufcstats.com/fighter-details/43db649da89fac4b
924,http://ufcstats.com/fighter-details/7df4d3c38792b083
925,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
926,http://ufcstats.com/fighter-details/9ada30894bf04e19
927,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
928,http://ufcstats.com/fighter-details/55ed59d541f8b90c
929,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
930,http://ufcstats.com/fighter-details/5713c1d2fac539ac
931,http://ufcstats.com/fighter-details/05866d8c3a321856
932,http://ufcstats.com/fighter-details/bc7230f231701d66
933,http://ufcstats.com/fighter-details/4acb99524a9a81ab
934,http://ufcstats.com/fighter-details/ec421d5de0aea624
935,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
936,http://ufcstats.com/fighter-details/32ba186f4b0e3267
937,http://ufcstats.com/fighter-details/40ff198adda94b9f
938,http://ufcstats.com/fighter-details/f2688492b9a525a3
939,http://ufcstats.com/fighter-details/37e03538c960bac6
940,http://ufcstats.com/fighter-details/528c24b99fbaab79
941,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
942,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
943,http://ufcstats.com/fighter-details/f1fac969a1d70b08
944,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
945,http://ufcstats.com/fighter-details/e6904a03a66e711d
946,http://ufcstats.com/fighter-details/f9ab66e67240db7b
947,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
948,http://ufcstats.com/fighter-details/5e6294b37bbef029
949,http://ufcstats.com/fighter-details/27fc9218a3653e3c
950,http://ufcstats.com/fighter-details/0577808d22dfe79c
951,http://ufcstats.com/fighter-details/58bc81376286b3d3
952,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
953,http://ufcstats.com/fighter-details/e873203fd50542f6
954,http://ufcstats.com/fighter-details/e295b96f135d758a
955,http://ufcstats.com/fighter-details/92a9aa9c93192871
956,http://ufcstats.com/fighter-details/d81ac739417d7f53
957,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
958,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
959,http://ufcstats.com/fighter-details/e60d773a0a42048a
960,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
961,http://ufcstats.com/fighter-details/1536a25e16fc299b
962,http://ufcstats.com/fighter-details/5f3da9a9610d8969
963,http://ufcstats.com/fighter-details/1741343f0ca34dd5
964,http://ufcstats.com/fighter-details/45c8fed13a62fe92
965,http://ufcstats.com/fighter-details/abd5fb12437eda21
966,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
967,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
968,http://ufcstats.com/fighter-details/dc0f07928009a127
969,http://ufcstats.com/fighter-details/e00a3dee329a51f7
970,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
971,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
972,http://ufcstats.com/fighter-details/d2f310b5b072e986
973,http://ufcstats.com/fighter-details/330bafba312face4
974,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
975,http://ufcstats.com/fighter-details/daf9be103c1edbbd
976,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
977,http://ufcstats.com/fighter-details/993d385f5a475375
978,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
979,http://ufcstats.com/fighter-details/984b0c4c6e773a1c
980,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
981,http://ufcstats.com/fighter-details/22061ff217907c78
982,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
983,http://ufcstats.com/fighter-details/74061adb224be3cc
984,http://ufcstats.com/fighter-details/c26ea30823f37316
985,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
986,http://ufcstats.com/fighter-details/0e4daed84a8f39a6
987,http://ufcstats.com/fighter-details/b36874652ed7715d
988,http://ufcstats.com/fighter-details/5df17b3620145578
989,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
990,http://ufcstats.com/fighter-details/ed220e87bef0cc64
991,http://ufcstats.com/fighter-details/d910665038efc639
992,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
993,http://ufcstats.com/fighter-details/215a70f073a7b726
994,http://ufcstats.com/fighter-details/411539901068522f
995,http://ufcstats.com/fighter-details/41f3cfdab0b22236
996,http://ufcstats.com/fighter-details/33011768c3c4dc9a
997,http://ufcstats.com/fighter-details/8d5daf67983b65ba
998,http://ufcstats.com/fighter-details/74b5736f1df40be3
999,http://ufcstats.com/fighter-details/4234f0097c83fa62
1000,http://ufcstats.com/fighter-details/9766ed20b68c7c33
1001,http://ufcstats.com/fighter-details/ee779c43a8926d52
1002,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
1003,http://ufcstats.com/fighter-details/fc6e681bf6658faf
1004,http://ufcstats.com/fighter-details/dd8aec6de7035943
1005,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
1006,http://ufcstats.com/fighter-details/76e2870ffafbe38f
1007,http://ufcstats.com/fighter-details/5f6f049d54728e88
1008,http://ufcstats.com/fighter-details/0798f558681d0eb5
1009,http://ufcstats.com/fighter-details/f72465a784c1b084
1010,http://ufcstats.com/fighter-details/6224e8d0a34264eb
1011,http://ufcstats.com/fighter-details/78114b7199cef90c
1012,http://ufcstats.com/fighter-details/8c020156779f7888
1013,http://ufcstats.com/fighter-details/40389d39a92f5bfa
1014,http://ufcstats.com/fighter-details/e17ac6410c8377f4
1015,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
1016,http://ufcstats.com/fighter-details/adea9f0090aa8e14
1017,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
1018,http://ufcstats.com/fighter-details/8f765fd5775a8873
1019,http://ufcstats.com/fighter-details/d58478ded5534695
1020,http://ufcstats.com/fighter-details/f7be1db194e03d7e
1021,http://ufcstats.com/fighter-details/91d73ee59347ac16
1022,http://ufcstats.com/fighter-details/04e9955f33e0c267
1023,http://ufcstats.com/fighter-details/27b164b0d1833df0
1024,http://ufcstats.com/fighter-details/49c7236c737d7e59
1025,http://ufcstats.com/fighter-details/f89e6e66b9b112de
1026,http://ufcstats.com/fighter-details/9c42a0de8e012870
1027,http://ufcstats.com/fighter-details/5af26b3201690d29
1028,http://ufcstats.com/fighter-details/e5010b1b94ca5755
1029,http://ufcstats.com/fighter-details/a2ea77e974c5889f
1030,http://ufcstats.com/fighter-details/954e3f4e2b0e6510
1031,http://ufcstats.com/fighter-details/27541033b97c076d
1032,http://ufcstats.com/fighter-details/15f4550e017f6c7d
1033,http://ufcstats.com/fighter-details/22a92d7f62195791
1034,http://ufcstats.com/fighter-details/b0f316c60f8d3b47
1035,http://ufcstats.com/fighter-details/979f7edbb6980b0d
1036,http://ufcstats.com/fighter-details/cbc071cb20ea59c7
1037,http://ufcstats.com/fighter-details/28ba5f27e473420c
1038,http://ufcstats.com/fighter-details/dbc17725b887860a
1039,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
1040,http://ufcstats.com/fighter-details/1c2a8915f8431507
1041,http://ufcstats.com/fighter-details/977081bc01197656
1042,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203
1043,http://ufcstats.com/fighter-details/d814f5192e58fb2f
1044,http://ufcstats.com/fighter-details/0ec821423baa26bd
1045,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e
1046,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
1047,http://ufcstats.com/fighter-details/cdadae5363b66eef
1048,http://ufcstats.com/fighter-details/daff32bc96d1eabf
1049,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
1050,http://ufcstats.com/fighter-details/2abdead94ce73552
1051,http://ufcstats.com/fighter-details/8fd808923cffff82
1052,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
1053,http://ufcstats.com/fighter-details/997b4f52f76a0b53
1054,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
1055,http://ufcstats.com/fighter-details/3317823959d32a05
1056,http://ufcstats.com/fighter-details/9583662df31d943f
1057,http://ufcstats.com/fighter-details/34ff304266360297
1058,http://ufcstats.com/fighter-details/16d09e800ad7ec79
1059,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
1060,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
1061,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
1062,http://ufcstats.com/fighter-details/6f018c039b4d5d80
1063,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
1064,http://ufcstats.com/fighter-details/c814b4c899793af6
1065,http://ufcstats.com/fighter-details/7d09200f6a77b20e
1066,http://ufcstats.com/fighter-details/725b1abc9a39d873
1067,http://ufcstats.com/fighter-details/09e62c450e754913
1068,http://ufcstats.com/fighter-details/b5f44dcb863f595b
1069,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
1070,http://ufcstats.com/fighter-details/d23d5960ac5e117c
1071,http://ufcstats.com/fighter-details/cb139171ed1b69fe
1072,http://ufcstats.com/fighter-details/8164250600b7c91b
1073,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
1074,http://ufcstats.com/fighter-details/01d2ed8c502e3828
1075,http://ufcstats.com/fighter-details/fa534853eb195270
1076,http://ufcstats.com/fighter-details/5de61b03868035ff
1077,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
1078,http://ufcstats.com/fighter-details/05339613bf8e9808
1079,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
1080,http://ufcstats.com/fighter-details/947eccadb72f4f6f
1081,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
1082,http://ufcstats.com/fighter-details/5340123d826ceadb
1083,http://ufcstats.com/fighter-details/b102c26727306ab6
1084,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
1085,http://ufcstats.com/fighter-details/d761b3766e38c5db
1086,http://ufcstats.com/fighter-details/3dc3022232b79c7a
1087,http://ufcstats.com/fighter-details/ec33146e43e58933
1088,http://ufcstats.com/fighter-details/d745d4146be48679
1089,http://ufcstats.com/fighter-details/f65a0eb902f9476b
1090,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
1091,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
1092,http://ufcstats.com/fighter-details/ecfdbf38681a59ba
1093,http://ufcstats.com/fighter-details/b9532d815060de7f
1094,http://ufcstats.com/fighter-details/d897897060f10a3a
1095,http://ufcstats.com/fighter-details/040d3b4c735541aa
1096,http://ufcstats.com/fighter-details/fee02819a271c050
1097,http://ufcstats.com/fighter-details/d3711d3784b76255
1098,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc
1099,http://ufcstats.com/fighter-details/78863e4a28204a6b
1100,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
1101,http://ufcstats.com/fighter-details/5870bd1eadf4f322
1102,http://ufcstats.com/fighter-details/f1f37d667bcd0d27
1103,http://ufcstats.com/fighter-details/98a58c26c5b1ed17
1104,http://ufcstats.com/fighter-details/90e6dde9113830bd
1105,http://ufcstats.com/fighter-details/a47e9ec288c91067
1106,http://ufcstats.com/fighter-details/14b9e0f2679a2205
1107,http://ufcstats.com/fighter-details/9aa56f004b2bca07
1108,http://ufcstats.com/fighter-details/73321668ff977f1b
1109,http://ufcstats.com/fighter-details/756f45905fb20cb5
1110,http://ufcstats.com/fighter-details/dccb63727f2f5f74
1111,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
1112,http://ufcstats.com/fighter-details/ee704df0afd74558
1113,http://ufcstats.com/fighter-details/1641ef250e9de19b
1114,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5
1115,http://ufcstats.com/fighter-details/253de74457bd6374
1116,http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c
1117,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf
1118,http://ufcstats.com/fighter-details/fb6c531726447ff3
1119,http://ufcstats.com/fighter-details/b1605ea39fba6af6
1120,http://ufcstats.com/fighter-details/ccd58ff71e260ed5
1121,http://ufcstats.com/fighter-details/7c35f869033901ae
1122,http://ufcstats.com/fighter-details/4638cc6479cc0afe
1123,http://ufcstats.com/fighter-details/911fb265462f0d94
1124,http://ufcstats.com/fighter-details/1f5f75658551f2d3
1125,http://ufcstats.com/fighter-details/aa3153a9941b4d44
1126,http://ufcstats.com/fighter-details/e9e1acc96536bb4f
1127,http://ufcstats.com/fighter-details/c3e2eca94b2320bc
1128,http://ufcstats.com/fighter-details/fcd8b623892b9a10
1129,http://ufcstats.com/fighter-details/fe98f86284a6eeb3
1130,http://ufcstats.com/fighter-details/ec34349e7dffcde7
1131,http://ufcstats.com/fighter-details/a7a79b8efbceaaac
1132,http://ufcstats.com/fighter-details/9e8f6c728eb01124
1133,http://ufcstats.com/fighter-details/837d30395faca41e
1134,http://ufcstats.com/fighter-details/a54660deb6a8489c
1135,http://ufcstats.com/fighter-details/b8592b4a383696cd
1136,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2
1137,http://ufcstats.com/fighter-details/06dc1a58663579d2
1138,http://ufcstats.com/fighter-details/0876d21328cf4a45
1139,http://ufcstats.com/fighter-details/8a1b4330c7957961
1140,http://ufcstats.com/fighter-details/9e50097a89442158
1141,http://ufcstats.com/fighter-details/96706c75a2b14164
1142,http://ufcstats.com/fighter-details/cc81c92fe2254935
1143,http://ufcstats.com/fighter-details/7e654edcddd71550
1144,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
1145,http://ufcstats.com/fighter-details/45fe6765c56d8018
1146,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5
1147,http://ufcstats.com/fighter-details/289a3b69b85da7cd
1148,http://ufcstats.com/fighter-details/10559c53de0b950e
1149,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
1150,http://ufcstats.com/fighter-details/72db2a14ffa73ece
1151,http://ufcstats.com/fighter-details/0d980975001ae3d8
1152,http://ufcstats.com/fighter-details/41904fc4d3f5bffc
1153,http://ufcstats.com/fighter-details/787bb1f087ccff8a
1154,http://ufcstats.com/fighter-details/6d7886b094b471ac
1155,http://ufcstats.com/fighter-details/7bde387d50829adf
1156,http://ufcstats.com/fighter-details/d8c7c61b176e3994
1157,http://ufcstats.com/fighter-details/917e53fa0adea0d3
1158,http://ufcstats.com/fighter-details/8d49545dadf9b919
1159,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da
1160,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
1161,http://ufcstats.com/fighter-details/8a04d94dfcfab159
1162,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
1163,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
1164,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
1165,http://ufcstats.com/fighter-details/9e92e1ca498d7244
1166,http://ufcstats.com/fighter-details/4f7e290e71d60f87
1167,http://ufcstats.com/fighter-details/70167689d6a01793
1168,http://ufcstats.com/fighter-details/442c9011034ae1fd
1169,http://ufcstats.com/fighter-details/8e5bfd4e82352340
1170,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3
1171,http://ufcstats.com/fighter-details/e4770d5ed44a3970
1172,http://ufcstats.com/fighter-details/8c0580d4fff106c1
1173,http://ufcstats.com/fighter-details/6ded9184b2284645
1174,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
1175,http://ufcstats.com/fighter-details/b72a60a0cadff408
1176,http://ufcstats.com/fighter-details/618643d0d5c0631d
1177,http://ufcstats.com/fighter-details/effd0b70e6749ab2
1178,http://ufcstats.com/fighter-details/14e797332ea32cdb
1179,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
1180,http://ufcstats.com/fighter-details/15edcf67ccf5be84
1181,http://ufcstats.com/fighter-details/42883268854b78be
1182,http://ufcstats.com/fighter-details/2db0c114414d4f06
1183,http://ufcstats.com/fighter-details/a24e080000fa7a35
1184,http://ufcstats.com/fighter-details/cb6783c39c01d896
1185,http://ufcstats.com/fighter-details/de45aaae23dfa392
1186,http://ufcstats.com/fighter-details/946db8a378903cc3
1187,http://ufcstats.com/fighter-details/96a221341035b701
1188,http://ufcstats.com/fighter-details/f74e037b97917027
1189,http://ufcstats.com/fighter-details/63eedfcc73071d41
1190,http://ufcstats.com/fighter-details/69db199087a1a792
1191,http://ufcstats.com/fighter-details/700a674c042b7a96
1192,http://ufcstats.com/fighter-details/09439946214993bc
1193,http://ufcstats.com/fighter-details/db8b800176d26f6e
1194,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7
1195,http://ufcstats.com/fighter-details/83825fad27ab3581
1196,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc
1197,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
1198,http://ufcstats.com/fighter-details/42c96a9c4802e2e1
1199,http://ufcstats.com/fighter-details/160b931119c1bf91
1200,http://ufcstats.com/fighter-details/84ff027394f7e470
1201,http://ufcstats.com/fighter-details/91720876db0ee468
1202,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1
1203,http://ufcstats.com/fighter-details/762c69860eef65d8
1204,http://ufcstats.com/fighter-details/c96518b7f6881004
1205,http://ufcstats.com/fighter-details/a58114c6dd0add64
1206,http://ufcstats.com/fighter-details/c1ea31a904fe08a9
1207,http://ufcstats.com/fighter-details/3e03cec9767d37e6
1208,http://ufcstats.com/fighter-details/4b4f6abdce986be6
1209,http://ufcstats.com/fighter-details/81f1810f72df8f25
1210,http://ufcstats.com/fighter-details/fda067e842b07466
1211,http://ufcstats.com/fighter-details/ed133185689088b3
1212,http://ufcstats.com/fighter-details/814ff3018127e8fc
1213,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
1214,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc
1215,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
1216,http://ufcstats.com/fighter-details/5ca158b1cc9cb242
1217,http://ufcstats.com/fighter-details/e62b36885ecdac27
1218,http://ufcstats.com/fighter-details/e86af30738a5452a
1219,http://ufcstats.com/fighter-details/26e3f3928b1891d9
1220,http://ufcstats.com/fighter-details/ac29d508d78384c9
1221,http://ufcstats.com/fighter-details/af1e5c64b8663aa0
1222,http://ufcstats.com/fighter-details/a0a680fe2f6cc8e6
1223,http://ufcstats.com/fighter-details/0a66de3a797cf73a
1224,http://ufcstats.com/fighter-details/489413d3be819647
1225,http://ufcstats.com/fighter-details/1e35aa8955794580
1226,http://ufcstats.com/fighter-details/0778f94eb5d588a5
1227,http://ufcstats.com/fighter-details/513e84bfe65ff509
1228,http://ufcstats.com/fighter-details/3a28e1e641366308
1229,http://ufcstats.com/fighter-details/e90f4291f93708e6
1230,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
1231,http://ufcstats.com/fighter-details/3be081c29bf734d9
1232,http://ufcstats.com/fighter-details/b2acebbef8da14ea
1233,http://ufcstats.com/fighter-details/270b89c00ef0c55c
1234,http://ufcstats.com/fighter-details/94535f76f43b466a
1235,http://ufcstats.com/fighter-details/be5aab761c40ef35
1236,http://ufcstats.com/fighter-details/28d8638ea0a71908
1237,http://ufcstats.com/fighter-details/69c071bc2621e8b0
1238,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53
1239,http://ufcstats.com/fighter-details/e45cfa47f504033a
1240,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee
1241,http://ufcstats.com/fighter-details/ff175a137b395e2b
1242,http://ufcstats.com/fighter-details/de47c33e48b0ce38
1243,http://ufcstats.com/fighter-details/1bda4867f1baceac
1244,http://ufcstats.com/fighter-details/4e0692ad070976e4
1245,http://ufcstats.com/fighter-details/c730a0be691dc081
1246,http://ufcstats.com/fighter-details/fbbde91f7bc2d3c5
1247,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c
1248,http://ufcstats.com/fighter-details/279093302a6f44b3
1249,http://ufcstats.com/fighter-details/8cad40a75e5c97f5
1250,http://ufcstats.com/fighter-details/7026eca45f65377b
1251,http://ufcstats.com/fighter-details/68c4ca70067bf282
1252,http://ufcstats.com/fighter-details/dee294e9717012c2
1253,http://ufcstats.com/fighter-details/803bebcfb6d6f506
1254,http://ufcstats.com/fighter-details/c10eb2f12c489f6d
1255,http://ufcstats.com/fighter-details/052ceb8976695342
1256,http://ufcstats.com/fighter-details/fb1538b46877a695
1257,http://ufcstats.com/fighter-details/51e86de150ee8be6
1258,http://ufcstats.com/fighter-details/af5b208e97f5d382
1259,http://ufcstats.com/fighter-details/c44acf87e376c62b
1260,http://ufcstats.com/fighter-details/2391a73686200c5d
1261,http://ufcstats.com/fighter-details/ae954fd497025462
1262,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9
1263,http://ufcstats.com/fighter-details/429e7d3725852ce9
1264,http://ufcstats.com/fighter-details/52d92050a046bc17
1265,http://ufcstats.com/fighter-details/82d6a9ae41aac3f7
1266,http://ufcstats.com/fighter-details/a9c45a8b21eabadc
1267,http://ufcstats.com/fighter-details/aae0897825336b1a
1268,http://ufcstats.com/fighter-details/194fc025f9355db6
1269,http://ufcstats.com/fighter-details/36877f0e62b25b96
1270,http://ufcstats.com/fighter-details/b807814d977682eb
1271,http://ufcstats.com/fighter-details/0c3838c8f7c620c2
1272,http://ufcstats.com/fighter-details/84283233ec42be5f
1273,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7
1274,http://ufcstats.com/fighter-details/079488710f012779
1275,http://ufcstats.com/fighter-details/a6bbd3df469c6bea
1276,http://ufcstats.com/fighter-details/722b870449243083
1277,http://ufcstats.com/fighter-details/12d855d12a624da2
1278,http://ufcstats.com/fighter-details/242d36d241b43c12
1279,http://ufcstats.com/fighter-details/3e514f437c51ce0a
1280,http://ufcstats.com/fighter-details/6e4acc2c115215b5
1281,http://ufcstats.com/fighter-details/7559395ad833c074
1282,http://ufcstats.com/fighter-details/a26198ba5093147e
1283,http://ufcstats.com/fighter-details/113df4fde64735c6
1284,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
1285,http://ufcstats.com/fighter-details/e8b731feff72294b
1286,http://ufcstats.com/fighter-details/601964f9654f911a
1287,http://ufcstats.com/fighter-details/3f1d23b01c552a13
1288,http://ufcstats.com/fighter-details/642862d6d63605cd
1289,http://ufcstats.com/fighter-details/2db65fc038c0018e
1290,http://ufcstats.com/fighter-details/bb0d290026d7681d
1291,http://ufcstats.com/fighter-details/6d12031661db8ac8
1292,http://ufcstats.com/fighter-details/887961364be5ceb3
1293,http://ufcstats.com/fighter-details/f046d724d2a84ac5
1294,http://ufcstats.com/fighter-details/5eb50529a8418b77
1295,http://ufcstats.com/fighter-details/068f8a189a47fea6
1296,http://ufcstats.com/fighter-details/bfc2fc38a0e20211
1297,http://ufcstats.com/fighter-details/fcffee71cff5530e
1298,http://ufcstats.com/fighter-details/20205040232ed0f3
1299,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
1300,http://ufcstats.com/fighter-details/ebef46976554f975
1301,http://ufcstats.com/fighter-details/fdf18227faa596dd
1302,http://ufcstats.com/fighter-details/7fb4234670271505
1303,http://ufcstats.com/fighter-details/dde70a112e053a6c
1304,http://ufcstats.com/fighter-details/950d0ef5c17157c5
1305,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
1306,http://ufcstats.com/fighter-details/6741218640534d8b
1307,http://ufcstats.com/fighter-details/234f3767ff0e5701
1308,http://ufcstats.com/fighter-details/36a432f22144843e
1309,http://ufcstats.com/fighter-details/feaf00f3373435d6
1310,http://ufcstats.com/fighter-details/1e7483dbff40b84b
1311,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
1312,http://ufcstats.com/fighter-details/dd12382f28296f7b
1313,http://ufcstats.com/fighter-details/1abfb658cd4f8533
1314,http://ufcstats.com/fighter-details/2963369e327e1979
1315,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
1316,http://ufcstats.com/fighter-details/c47df9303d318c67
1317,http://ufcstats.com/fighter-details/ce25b4ed82b1811b
1318,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
1319,http://ufcstats.com/fighter-details/da0f33e4255f99eb
1320,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
1321,http://ufcstats.com/fighter-details/cc98d857b148e33a
1322,http://ufcstats.com/fighter-details/4d74641fac830182
1323,http://ufcstats.com/fighter-details/a0c139b34f11421a
1324,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
1325,http://ufcstats.com/fighter-details/04d5718ed2661e8c
1326,http://ufcstats.com/fighter-details/8377c5572cb356f3
1327,http://ufcstats.com/fighter-details/cc300e9aa3063431
1328,http://ufcstats.com/fighter-details/3c6976f8182d9527
1329,http://ufcstats.com/fighter-details/a789defa9086da46
1330,http://ufcstats.com/fighter-details/cd85b48dc880fabd
1331,http://ufcstats.com/fighter-details/45f0cc9d18f35137
1332,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
1333,http://ufcstats.com/fighter-details/184b7a36d50dcc5e
1334,http://ufcstats.com/fighter-details/bf12aca029bfcc47
1335,http://ufcstats.com/fighter-details/60a42bf82447c919
1336,http://ufcstats.com/fighter-details/99793cf88c5adeee
1337,http://ufcstats.com/fighter-details/38c626ca912c7bac
1338,http://ufcstats.com/fighter-details/219a254e15d60135
1339,http://ufcstats.com/fighter-details/4955c524c2a71469
1340,http://ufcstats.com/fighter-details/206a7d47eb62170e
1341,http://ufcstats.com/fighter-details/439d4bbefd4e6940
1342,http://ufcstats.com/fighter-details/18524b46c570730b
1343,http://ufcstats.com/fighter-details/65578a75fa7900e3
1344,http://ufcstats.com/fighter-details/8866c6f509c19089
1345,http://ufcstats.com/fighter-details/8a8a84b743ae7699
1346,http://ufcstats.com/fighter-details/a3be148af5c7b088
1347,http://ufcstats.com/fighter-details/bad28b7b34f334de
1348,http://ufcstats.com/fighter-details/e763679f15326ae1
1349,http://ufcstats.com/fighter-details/88c8f47241d90040
1350,http://ufcstats.com/fighter-details/165c244bcca3ed26
1351,http://ufcstats.com/fighter-details/c3c23c99477c041b
1352,http://ufcstats.com/fighter-details/1b4d6971bb18b82c
1353,http://ufcstats.com/fighter-details/98b80a717b9bda17
1354,http://ufcstats.com/fighter-details/7ada6ea792a34424
