,red_name,blue_name,red_KDs,red_SubAtts,red_Reversals,blue_KDs,blue_SubAtts,blue_Reversals,red_TotStksLnd,red_TotStksAtt,red_SigStksLnd,red_SigStksAtt,red_TDsLnd,red_TDsAtt,blue_TotStksLnd,blue_TotStksAtt,blue_SigStksLnd,blue_SigStksAtt,blue_TDsLnd,blue_TDsAtt,red_SigStkHeadLnd,red_SigStkHeadAtt,red_SigStkBodyLnd,red_SigStkBodyAtt,red_SigStkLegLnd,red_SigStkLegAtt,blue_SigStkHeadLnd,blue_SigStkHeadAtt,blue_SigStkBodyLnd,blue_SigStkBodyAtt,blue_SigStkLegLnd,blue_SigStkLegAtt,red_SigStkDistLnd,red_SigStkDistAtt,red_SigStkClchLnd,red_SigStkClchAtt,red_SigStkGndLnd,red_SigStkGndAtt,blue_SigStkDistLnd,blue_SigStkDistAtt,blue_SigStkClchLnd,blue_SigStkClchAtt,blue_SigStkGndLnd,blue_SigStkGndAtt,red_SigStkPct,red_TotstkPct,red_TDPct,blue_SigStkPct,blue_TotstkPct,blue_TDPct,red_SigStkHeadPct,red_SigStkBodyPct,red_SigStkLegPct,blue_SigStkHeadPct,blue_SigStkBodyPct,blue_SigStkLegPct,red_SigStkDistPct,red_SigStkClchPct,red_SigStkGndPct,blue_SigStkDistPct,blue_SigStkClchPct,blue_SigStkGndPct,red_CtrlSec,blue_CtrlSec,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd,red_win,blue_win,red_loss,blue_loss,red_KO/TKOWin,red_subWin,red_decWin,blue_KO/TKOWin,blue_subWin,blue_decWin,red_KOLoss,blue_KOLoss,red_SubLoss,blue_SubLoss,red_DecLoss,blue_DecLoss,red_titleFight,blue_titleFight,red_DOB,red_reach,red_stance,red_heightIN,blue_DOB,blue_reach,blue_stance,blue_heightIN,red_age,blue_age,red_winner,blue_winner,red_weightclass,blue_weightclass,red_date,blue_date,red_event,blue_event
4719,Paul Sass,Mark Holst,0,4,0,0,0,0,11,15,2,4,0,2,7,14,3,10,0,0,1,3,1,1,0,0,1,3,1,1,0,0,2,4,0,0,0,0,2,4,0,0,0,0,0.5,0.7333333333333333,0.0,0.3,0.5,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,198,0,4,0,11,15,2,4,0,2,1,3,1,1,0,0,2,4,0,0,0,0,0,285,1,0,0,0,7,14,3,10,0,0,1,3,1,1,0,0,2,4,0,0,0,0,198,285,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988-08-04,73,Orthodox,72,1985-08-14,72,Orthodox,72,22.0,25.0,red,red,Men's Lightweight,Men's Lightweight,2010-10-16,2010-10-16,UFC 120: Bisping vs Akiyama,UFC 120: Bisping vs Akiyama
4720,James McSweeney,Fabio Maldonado,0,0,0,1,2,0,58,111,49,99,0,1,143,184,89,123,0,1,20,62,16,23,13,14,20,62,16,23,13,14,38,81,11,18,0,0,38,81,11,18,0,0,0.494949494949495,0.5225225225225225,0.0,0.7235772357723578,0.7771739130434783,0.0,0.3225806451612903,0.6956521739130435,0.9285714285714286,0.3225806451612903,0.6956521739130435,0.9285714285714286,0.4691358024691358,0.6111111111111112,0.0,0.4691358024691358,0.6111111111111112,0.0,71,204,0,0,0,58,111,49,99,0,1,20,62,16,23,13,14,38,81,11,18,0,0,71,648,3,1,2,0,143,184,89,123,0,1,20,62,16,23,13,14,38,81,11,18,0,0,204,648,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1980-10-24,77,Switch,76,1980-03-17,75,Orthodox,73,30.0,31.0,blue,blue,Men's Lightheavyweight,Men's Lightheavyweight,2010-10-16,2010-10-16,UFC 120: Bisping vs Akiyama,UFC 120: Bisping vs Akiyama
4721,Frank Mir,Mirko Filipovic,1,0,0,0,0,0,45,100,25,79,0,2,33,89,19,69,0,0,11,61,7,9,7,9,11,61,7,9,7,9,13,66,12,13,0,0,13,66,12,13,0,0,0.3164556962025317,0.45,0.0,0.2753623188405797,0.3707865168539326,0.0,0.18032786885245905,0.7777777777777778,0.7777777777777778,0.18032786885245905,0.7777777777777778,0.7777777777777778,0.19696969696969696,0.9230769230769232,0.0,0.19696969696969696,0.9230769230769232,0.0,269,0,1,0,0,45,100,25,79,0,2,11,61,7,9,7,9,13,66,12,13,0,0,269,842,3,0,0,0,33,89,19,69,0,0,11,61,7,9,7,9,13,66,12,13,0,0,0,842,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1979-05-24,79,Southpaw,75,1974-09-10,73,Southpaw,74,31.0,36.0,red,red,Men's Heavyweight,Men's Heavyweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4722,Rogerio Nogueira,Ryan Bader,0,0,0,0,0,0,39,138,28,127,0,0,66,161,42,127,5,16,21,113,4,11,3,3,21,113,4,11,3,3,25,122,3,5,0,0,25,122,3,5,0,0,0.2204724409448819,0.2826086956521739,0.0,0.3307086614173229,0.40993788819875776,0.3125,0.18584070796460175,0.3636363636363637,1.0,0.18584070796460175,0.3636363636363637,1.0,0.20491803278688525,0.6,0.0,0.20491803278688525,0.6,0.0,6,223,0,0,0,39,138,28,127,0,0,21,113,4,11,3,3,25,122,3,5,0,0,6,900,3,0,0,0,66,161,42,127,5,16,21,113,4,11,3,3,25,122,3,5,0,0,223,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1976-06-02,75,Southpaw,74,1983-06-07,74,Orthodox,74,34.0,27.0,blue,blue,Men's Lightheavyweight,Men's Lightheavyweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4723,Matt Serra,Chris Lytle,0,0,0,0,0,0,133,311,124,298,0,1,172,317,153,297,0,0,64,226,48,59,12,13,64,226,48,59,12,13,123,295,1,3,0,0,123,295,1,3,0,0,0.4161073825503356,0.4276527331189711,0.0,0.5151515151515151,0.5425867507886435,0.0,0.2831858407079646,0.8135593220338984,0.9230769230769232,0.2831858407079646,0.8135593220338984,0.9230769230769232,0.4169491525423729,0.3333333333333333,0.0,0.4169491525423729,0.3333333333333333,0.0,0,0,0,0,0,133,311,124,298,0,1,64,226,48,59,12,13,123,295,1,3,0,0,0,900,3,0,0,0,172,317,153,297,0,0,64,226,48,59,12,13,123,295,1,3,0,0,0,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1974-06-02,68,Orthodox,66,1974-08-18,68,Orthodox,71,36.0,36.0,blue,blue,Men's Welterweight,Men's Welterweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4724,Sean Sherk,Evan Dunham,0,0,1,0,7,0,81,165,38,115,5,18,123,216,75,164,0,0,31,107,3,4,4,4,31,107,3,4,4,4,31,107,2,3,5,5,31,107,2,3,5,5,0.33043478260869563,0.4909090909090909,0.2777777777777778,0.4573170731707317,0.5694444444444444,0.0,0.2897196261682243,0.75,1.0,0.2897196261682243,0.75,1.0,0.2897196261682243,0.6666666666666666,1.0,0.2897196261682243,0.6666666666666666,1.0,490,34,0,0,1,81,165,38,115,5,18,31,107,3,4,4,4,31,107,2,3,5,5,490,900,3,0,7,0,123,216,75,164,0,0,31,107,3,4,4,4,31,107,2,3,5,5,34,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1973-08-05,67,Orthodox,66,1981-12-18,70,Southpaw,70,37.0,29.0,red,red,Men's Lightweight,Men's Lightweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4725,Melvin Guillard,Jeremy Stephens,0,0,0,1,0,0,73,168,73,168,0,1,62,155,62,155,0,2,42,132,23,27,8,9,42,132,23,27,8,9,72,166,1,2,0,0,72,166,1,2,0,0,0.4345238095238095,0.4345238095238095,0.0,0.4,0.4,0.0,0.3181818181818182,0.8518518518518519,0.8888888888888888,0.3181818181818182,0.8518518518518519,0.8888888888888888,0.43373493975903615,0.5,0.0,0.43373493975903615,0.5,0.0,0,2,0,0,0,73,168,73,168,0,1,42,132,23,27,8,9,72,166,1,2,0,0,0,900,3,1,0,0,62,155,62,155,0,2,42,132,23,27,8,9,72,166,1,2,0,0,2,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1983-03-30,71,Orthodox,69,1986-05-25,71,Orthodox,69,27.0,24.0,red,red,Men's Lightweight,Men's Lightweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4726,CB Dollaway,Joe Doerksen,0,2,0,0,0,0,1,2,1,2,0,0,6,6,1,1,0,2,0,1,1,1,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,8,97,0,2,0,1,2,1,2,0,0,0,1,1,1,0,0,1,2,0,0,0,0,8,133,1,0,0,0,6,6,1,1,0,2,0,1,1,1,0,0,1,2,0,0,0,0,97,133,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1983-08-10,76,Orthodox,74,1977-10-09,75,Orthodox,72,27.0,33.0,red,red,Men's Middleweight,Men's Middleweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4727,Matt Mitrione,Joey Beltran,0,0,0,0,0,0,86,165,76,152,0,0,93,207,52,157,1,3,61,135,7,8,8,9,61,135,7,8,8,9,73,144,3,8,0,0,73,144,3,8,0,0,0.5,0.5212121212121212,0.0,0.3312101910828025,0.4492753623188406,0.3333333333333333,0.4518518518518518,0.875,0.8888888888888888,0.4518518518518518,0.875,0.8888888888888888,0.5069444444444444,0.375,0.0,0.5069444444444444,0.375,0.0,0,301,0,0,0,86,165,76,152,0,0,61,135,7,8,8,9,73,144,3,8,0,0,0,900,3,0,0,0,93,207,52,157,1,3,61,135,7,8,8,9,73,144,3,8,0,0,301,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1978-07-15,82,Switch,75,1981-12-08,75,Orthodox,73,32.0,29.0,red,red,Men's Heavyweight,Men's Heavyweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4728,Thiago Tavares,Pat Audinwood,0,1,0,0,0,0,50,63,7,11,2,2,6,13,3,8,0,0,5,9,2,2,0,0,5,9,2,2,0,0,1,3,0,0,6,8,1,3,0,0,6,8,0.6363636363636364,0.7936507936507936,1.0,0.375,0.4615384615384616,0.0,0.5555555555555556,1.0,0.0,0.5555555555555556,1.0,0.0,0.3333333333333333,0.0,0.75,0.3333333333333333,0.0,0.75,178,5,0,1,0,50,63,7,11,2,2,5,9,2,2,0,0,1,3,0,0,6,8,178,227,1,0,0,0,6,13,3,8,0,0,5,9,2,2,0,0,1,3,0,0,6,8,5,227,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1984-11-08,70,Orthodox,67,1986-04-16,72,Orthodox,72,26.0,24.0,red,red,Men's Lightweight,Men's Lightweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4729,Steve Lopez,Waylon Lowe,0,0,0,0,0,0,68,117,23,71,0,0,74,118,26,61,5,7,6,48,3,5,14,18,6,48,3,5,14,18,21,65,0,1,2,5,21,65,0,1,2,5,0.323943661971831,0.5811965811965812,0.0,0.4262295081967213,0.6271186440677966,0.7142857142857143,0.125,0.6,0.7777777777777778,0.125,0.6,0.7777777777777778,0.3230769230769231,0.0,0.4,0.3230769230769231,0.0,0.4,0,412,0,0,0,68,117,23,71,0,0,6,48,3,5,14,18,21,65,0,1,2,5,0,900,3,0,0,0,74,118,26,61,5,7,6,48,3,5,14,18,21,65,0,1,2,5,412,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1984-07-30,71,Orthodox,71,1980-10-31,67,Southpaw,67,26.0,30.0,blue,blue,Men's Lightweight,Men's Lightweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4730,TJ Grant,Julio Paulino,0,1,2,0,1,1,36,59,17,33,4,6,39,71,12,42,0,0,9,20,6,11,2,2,9,20,6,11,2,2,2,5,6,15,9,13,2,5,6,15,9,13,0.5151515151515151,0.6101694915254238,0.6666666666666666,0.2857142857142857,0.5492957746478874,0.0,0.45,0.5454545454545454,1.0,0.45,0.5454545454545454,1.0,0.4,0.4,0.6923076923076923,0.4,0.4,0.6923076923076923,540,192,0,1,2,36,59,17,33,4,6,9,20,6,11,2,2,2,5,6,15,9,13,540,900,3,0,1,1,39,71,12,42,0,0,9,20,6,11,2,2,2,5,6,15,9,13,192,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1984-02-26,72,Orthodox,70,1975-12-04,72,Orthodox,72,27.0,35.0,red,red,Men's Welterweight,Men's Welterweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4731,Mark Hunt,Sean McCorkle,0,0,0,0,2,0,3,9,2,8,1,1,0,4,0,4,0,2,2,8,0,0,0,0,2,8,0,0,0,0,1,7,0,0,1,1,1,7,0,0,1,1,0.25,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.14285714285714285,0.0,1.0,0.14285714285714285,0.0,1.0,34,0,0,0,0,3,9,2,8,1,1,2,8,0,0,0,0,1,7,0,0,1,1,34,63,1,0,2,0,0,4,0,4,0,2,2,8,0,0,0,0,1,7,0,0,1,1,0,63,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1974-03-23,72,Orthodox,70,1976-07-17,81,Orthodox,79,37.0,34.0,blue,blue,Men's Heavyweight,Men's Heavyweight,2010-09-25,2010-09-25,UFC 119: Mir vs Cro Cop,UFC 119: Mir vs Cro Cop
4732,Nate Marquardt,Rousimar Palhares,0,1,0,0,1,0,18,40,13,35,0,0,1,6,1,6,0,1,12,33,0,1,1,1,12,33,0,1,1,1,4,20,0,0,9,15,4,20,0,0,9,15,0.37142857142857133,0.45,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3636363636363637,0.0,1.0,0.3636363636363637,0.0,1.0,0.2,0.0,0.6,0.2,0.0,0.6,17,27,0,1,0,18,40,13,35,0,0,12,33,0,1,1,1,4,20,0,0,9,15,17,208,1,0,1,0,1,6,1,6,0,1,12,33,0,1,1,1,4,20,0,0,9,15,27,208,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1979-04-20,74,Orthodox,72,1980-02-26,71,Orthodox,68,31.0,31.0,red,red,Men's Middleweight,Men's Middleweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4733,Efrain Escudero,Charles Oliveira,0,0,0,0,1,0,26,89,13,76,0,1,60,118,35,91,2,9,10,68,1,2,2,6,10,68,1,2,2,6,7,65,4,7,2,4,7,65,4,7,2,4,0.17105263157894735,0.2921348314606741,0.0,0.38461538461538464,0.5084745762711864,0.2222222222222222,0.14705882352941174,0.5,0.3333333333333333,0.14705882352941174,0.5,0.3333333333333333,0.1076923076923077,0.5714285714285714,0.5,0.1076923076923077,0.5714285714285714,0.5,167,64,0,0,0,26,89,13,76,0,1,10,68,1,2,2,6,7,65,4,7,2,4,167,745,3,0,1,0,60,118,35,91,2,9,10,68,1,2,2,6,7,65,4,7,2,4,64,745,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1986-01-15,71,Orthodox,69,1989-10-17,74,Orthodox,70,25.0,21.0,blue,blue,Men's Lightweight,Men's Lightweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4734,Jim Miller,Gleison Tibau,0,2,0,0,0,0,44,128,29,113,0,6,36,114,23,100,4,5,13,85,7,15,9,13,13,85,7,15,9,13,25,101,4,12,0,0,25,101,4,12,0,0,0.2566371681415929,0.34375,0.0,0.23,0.3157894736842105,0.8,0.15294117647058825,0.4666666666666667,0.6923076923076923,0.15294117647058825,0.4666666666666667,0.6923076923076923,0.2475247524752475,0.3333333333333333,0.0,0.2475247524752475,0.3333333333333333,0.0,125,201,0,2,0,44,128,29,113,0,6,13,85,7,15,9,13,25,101,4,12,0,0,125,900,3,0,0,0,36,114,23,100,4,5,13,85,7,15,9,13,25,101,4,12,0,0,201,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1983-08-30,71,Southpaw,68,1983-10-07,71,Southpaw,70,27.0,27.0,red,red,Men's Lightweight,Men's Lightweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4735,Cole Miller,Ross Pearson,1,1,0,0,0,0,24,78,24,78,1,4,30,75,26,71,0,0,18,71,3,3,3,4,18,71,3,3,3,4,23,75,0,2,1,1,23,75,0,2,1,1,0.3076923076923077,0.3076923076923077,0.25,0.3661971830985916,0.4,0.0,0.2535211267605634,1.0,0.75,0.2535211267605634,1.0,0.75,0.30666666666666664,0.0,1.0,0.30666666666666664,0.0,1.0,39,20,1,1,0,24,78,24,78,1,4,18,71,3,3,3,4,23,75,0,2,1,1,39,409,2,0,0,0,30,75,26,71,0,0,18,71,3,3,3,4,23,75,0,2,1,1,20,409,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1984-04-26,73,Orthodox,73,1984-09-26,69,Orthodox,68,26.0,26.0,red,red,Men's Lightweight,Men's Lightweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4736,Yves Edwards,John Gunderson,0,1,0,0,2,0,98,177,54,125,1,1,24,91,15,82,0,6,42,110,9,11,3,4,42,110,9,11,3,4,20,64,4,6,30,55,20,64,4,6,30,55,0.43200000000000005,0.5536723163841808,1.0,0.18292682926829268,0.2637362637362637,0.0,0.3818181818181817,0.8181818181818182,0.75,0.3818181818181817,0.8181818181818182,0.75,0.3125,0.6666666666666666,0.5454545454545454,0.3125,0.6666666666666666,0.5454545454545454,483,49,0,1,0,98,177,54,125,1,1,42,110,9,11,3,4,20,64,4,6,30,55,483,900,3,0,2,0,24,91,15,82,0,6,42,110,9,11,3,4,20,64,4,6,30,55,49,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1976-09-30,73,Southpaw,69,1979-01-05,69,Orthodox,69,34.0,32.0,red,red,Men's Lightweight,Men's Lightweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4737,Jared Hamman,Kyle Kingsbury,0,0,0,0,0,0,146,298,88,239,0,2,88,229,79,219,9,13,65,203,14,22,9,14,65,203,14,22,9,14,77,211,8,20,3,8,77,211,8,20,3,8,0.3682008368200837,0.4899328859060403,0.0,0.3607305936073059,0.3842794759825328,0.6923076923076923,0.32019704433497537,0.6363636363636364,0.6428571428571429,0.32019704433497537,0.6363636363636364,0.6428571428571429,0.3649289099526066,0.4,0.375,0.3649289099526066,0.4,0.375,15,284,0,0,0,146,298,88,239,0,2,65,203,14,22,9,14,77,211,8,20,3,8,15,900,3,0,0,0,88,229,79,219,9,13,65,203,14,22,9,14,77,211,8,20,3,8,284,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982-03-07,75,Orthodox,75,1982-03-22,79,Orthodox,76,29.0,28.0,blue,blue,Men's Lightheavyweight,Men's Lightheavyweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4738,Tomasz Drwal,David Branch,0,0,0,0,0,0,19,55,10,43,0,0,62,85,15,31,3,10,7,37,2,3,1,3,7,37,2,3,1,3,9,38,1,5,0,0,9,38,1,5,0,0,0.2325581395348837,0.34545454545454546,0.0,0.4838709677419355,0.7294117647058823,0.3,0.1891891891891892,0.6666666666666666,0.3333333333333333,0.1891891891891892,0.6666666666666666,0.3333333333333333,0.2368421052631579,0.2,0.0,0.2368421052631579,0.2,0.0,83,459,0,0,0,19,55,10,43,0,0,7,37,2,3,1,3,9,38,1,5,0,0,83,900,3,0,0,0,62,85,15,31,3,10,7,37,2,3,1,3,9,38,1,5,0,0,459,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982-01-22,76,Orthodox,73,1981-09-26,78,Orthodox,73,29.0,29.0,blue,blue,Men's Middleweight,Men's Middleweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4739,Rich Attonito,Rafael Natal,1,0,0,0,0,0,46,103,25,80,0,1,51,132,28,102,2,9,15,67,2,4,8,9,15,67,2,4,8,9,14,59,1,2,10,19,14,59,1,2,10,19,0.3125,0.4466019417475728,0.0,0.27450980392156865,0.3863636363636364,0.2222222222222222,0.22388059701492535,0.5,0.8888888888888888,0.22388059701492535,0.5,0.8888888888888888,0.23728813559322035,0.5,0.5263157894736842,0.23728813559322035,0.5,0.5263157894736842,195,96,1,0,0,46,103,25,80,0,1,15,67,2,4,8,9,14,59,1,2,10,19,195,900,3,0,0,0,51,132,28,102,2,9,15,67,2,4,8,9,14,59,1,2,10,19,96,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1977-06-16,72,Orthodox,70,1982-12-25,77,Orthodox,72,33.0,28.0,red,red,Men's Middleweight,Men's Middleweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4740,TJ Waldburger,David Mitchell,0,7,3,0,6,0,69,96,37,58,6,7,50,59,13,18,2,3,32,52,1,2,4,4,32,52,1,2,4,4,3,3,3,5,31,50,3,3,3,5,31,50,0.6379310344827587,0.71875,0.8571428571428571,0.7222222222222222,0.8474576271186439,0.6666666666666666,0.6153846153846154,0.5,1.0,0.6153846153846154,0.5,1.0,1.0,0.6,0.62,1.0,0.6,0.62,652,95,0,7,3,69,96,37,58,6,7,32,52,1,2,4,4,3,3,3,5,31,50,652,900,3,0,6,0,50,59,13,18,2,3,32,52,1,2,4,4,3,3,3,5,31,50,95,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1988-04-25,75,Orthodox,71,1979-10-24,75,Orthodox,72,22.0,31.0,red,red,Men's Welterweight,Men's Welterweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4741,Brian Foster,Forrest Petz,1,0,0,0,0,0,20,32,17,27,0,0,1,7,1,7,0,0,15,25,1,1,1,1,15,25,1,1,1,1,6,8,0,0,11,19,6,8,0,0,11,19,0.6296296296296297,0.625,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6,1.0,1.0,0.6,1.0,1.0,0.75,0.0,0.5789473684210527,0.75,0.0,0.5789473684210527,10,0,1,0,0,20,32,17,27,0,0,15,25,1,1,1,1,6,8,0,0,11,19,10,67,1,0,0,0,1,7,1,7,0,0,15,25,1,1,1,1,6,8,0,0,11,19,0,67,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1984-04-03,71,Orthodox,69,1975-09-22,71,Orthodox,69,26.0,35.0,red,red,Men's Welterweight,Men's Welterweight,2010-09-15,2010-09-15,UFC Fight Night: Marquardt vs Palhares,UFC Fight Night: Marquardt vs Palhares
4742,Frankie Edgar,BJ Penn,0,0,1,0,0,0,142,285,94,234,3,9,56,167,36,146,2,3,59,179,22,35,13,20,59,179,22,35,13,20,67,197,11,16,16,21,67,197,11,16,16,21,0.4017094017094017,0.4982456140350877,0.3333333333333333,0.2465753424657534,0.33532934131736525,0.6666666666666666,0.329608938547486,0.6285714285714286,0.65,0.329608938547486,0.6285714285714286,0.65,0.3401015228426396,0.6875,0.7619047619047619,0.3401015228426396,0.6875,0.7619047619047619,402,85,0,0,1,142,285,94,234,3,9,59,179,22,35,13,20,67,197,11,16,16,21,402,1500,5,0,0,0,56,167,36,146,2,3,59,179,22,35,13,20,67,197,11,16,16,21,85,1500,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1981-10-16,68,Orthodox,66,1978-12-13,70,Orthodox,69,29.0,32.0,red,red,Men's Lightweight,Men's Lightweight,2010-08-28,2010-08-28,UFC 118: Edgar vs Penn 2,UFC 118: Edgar vs Penn 2
4743,Randy Couture,James Toney,0,2,0,0,0,0,41,50,8,11,1,1,4,6,0,0,0,0,7,10,1,1,0,0,7,10,1,1,0,0,0,0,0,0,8,11,0,0,0,0,8,11,0.7272727272727273,0.82,1.0,0.0,0.6666666666666666,0.0,0.7,1.0,0.0,0.7,1.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.7272727272727273,182,0,0,2,0,41,50,8,11,1,1,7,10,1,1,0,0,0,0,0,0,8,11,182,199,1,0,0,0,4,6,0,0,0,0,7,10,1,1,0,0,0,0,0,0,8,11,0,199,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1963-06-22,75,Orthodox,73,1968-08-24,69,Orthodox,69,47.0,42.0,red,red,Men's Heavyweight,Men's Heavyweight,2010-08-28,2010-08-28,UFC 118: Edgar vs Penn 2,UFC 118: Edgar vs Penn 2
4744,Demian Maia,Mario Miranda,0,1,0,0,0,2,104,146,30,49,5,7,29,60,14,41,0,0,21,36,5,9,4,4,21,36,5,9,4,4,6,16,3,8,21,25,6,16,3,8,21,25,0.6122448979591837,0.7123287671232876,0.7142857142857143,0.3414634146341464,0.4833333333333333,0.0,0.5833333333333334,0.5555555555555556,1.0,0.5833333333333334,0.5555555555555556,1.0,0.375,0.375,0.84,0.375,0.375,0.84,592,81,0,1,0,104,146,30,49,5,7,21,36,5,9,4,4,6,16,3,8,21,25,592,900,3,0,0,2,29,60,14,41,0,0,21,36,5,9,4,4,6,16,3,8,21,25,81,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1977-11-06,72,Southpaw,73,1979-07-12,74,Orthodox,75,33.0,31.0,red,red,Men's Middleweight,Men's Middleweight,2010-08-28,2010-08-28,UFC 118: Edgar vs Penn 2,UFC 118: Edgar vs Penn 2
