,red_name,blue_name,red_KDs,red_SubAtts,red_Reversals,blue_KDs,blue_SubAtts,blue_Reversals,red_TotStksLnd,red_TotStksAtt,red_SigStksLnd,red_SigStksAtt,red_TDsLnd,red_TDsAtt,blue_TotStksLnd,blue_TotStksAtt,blue_SigStksLnd,blue_SigStksAtt,blue_TDsLnd,blue_TDsAtt,red_SigStkHeadLnd,red_SigStkHeadAtt,red_SigStkBodyLnd,red_SigStkBodyAtt,red_SigStkLegLnd,red_SigStkLegAtt,blue_SigStkHeadLnd,blue_SigStkHeadAtt,blue_SigStkBodyLnd,blue_SigStkBodyAtt,blue_SigStkLegLnd,blue_SigStkLegAtt,red_SigStkDistLnd,red_SigStkDistAtt,red_SigStkClchLnd,red_SigStkClchAtt,red_SigStkGndLnd,red_SigStkGndAtt,blue_SigStkDistLnd,blue_SigStkDistAtt,blue_SigStkClchLnd,blue_SigStkClchAtt,blue_SigStkGndLnd,blue_SigStkGndAtt,red_SigStkPct,red_TotstkPct,red_TDPct,blue_SigStkPct,blue_TotstkPct,blue_TDPct,red_SigStkHeadPct,red_SigStkBodyPct,red_SigStkLegPct,blue_SigStkHeadPct,blue_SigStkBodyPct,blue_SigStkLegPct,red_SigStkDistPct,red_SigStkClchPct,red_SigStkGndPct,blue_SigStkDistPct,blue_SigStkClchPct,blue_SigStkGndPct,red_CtrlSec,blue_CtrlSec,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd,red_win,blue_win,red_loss,blue_loss,red_KO/TKOWin,red_subWin,red_decWin,blue_KO/TKOWin,blue_subWin,blue_decWin,red_KOLoss,blue_KOLoss,red_SubLoss,blue_SubLoss,red_DecLoss,blue_DecLoss,red_titleFight,blue_titleFight,red_DOB,red_reach,red_stance,red_heightIN,blue_DOB,blue_reach,blue_stance,blue_heightIN,red_age,blue_age,red_winner,blue_winner,red_weightclass,blue_weightclass,red_date,blue_date,red_event,blue_event
1632,Warlley Alves,Sultan Aliev,0,0,0,0,0,0,54,78,29,50,0,1,14,30,12,28,1,3,7,20,12,19,10,11,7,20,12,19,10,11,10,28,19,22,0,0,10,28,19,22,0,0,0.58,0.6923076923076923,0.0,0.42857142857142855,0.4666666666666667,0.3333333333333333,0.35,0.631578947368421,0.9090909090909092,0.35,0.631578947368421,0.9090909090909092,0.35714285714285715,0.8636363636363636,0.0,0.35714285714285715,0.8636363636363636,0.0,204,127,0,0,0,54,78,29,50,0,1,7,20,12,19,10,11,10,28,19,22,0,0,204,600,2,0,0,0,14,30,12,28,1,3,7,20,12,19,10,11,10,28,19,22,0,0,127,600,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991-01-04,72,Orthodox,71,1984-09-17,74,Orthodox,71,27.0,34.0,red,red,Men's Welterweight,Men's Welterweight,2018-05-12,2018-05-12,UFC 224: Nunes vs. Pennington,UFC 224: Nunes vs. Pennington
1633,Thales Leites,Jack Hermansson,0,3,0,0,1,0,20,27,11,17,3,9,49,71,35,56,3,3,5,11,1,1,5,5,5,11,1,1,5,5,6,9,1,1,4,7,6,9,1,1,4,7,0.6470588235294118,0.7407407407407407,0.3333333333333333,0.625,0.6901408450704225,1.0,0.4545454545454545,1.0,1.0,0.4545454545454545,1.0,1.0,0.6666666666666666,1.0,0.5714285714285714,0.6666666666666666,1.0,0.5714285714285714,461,126,0,3,0,20,27,11,17,3,9,5,11,1,1,5,5,6,9,1,1,4,7,461,730,3,0,1,0,49,71,35,56,3,3,5,11,1,1,5,5,6,9,1,1,4,7,126,730,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1981-09-06,78,Orthodox,73,1988-06-10,77,Orthodox,73,37.0,30.0,blue,blue,Men's Middleweight,Men's Middleweight,2018-05-12,2018-05-12,UFC 224: Nunes vs. Pennington,UFC 224: Nunes vs. Pennington
1634,Alberto Mina,Ramazan Emeev,0,0,0,0,0,0,16,87,12,82,1,5,54,100,39,84,3,6,5,65,3,11,4,6,5,65,3,11,4,6,11,79,1,2,0,1,11,79,1,2,0,1,0.14634146341463414,0.1839080459770115,0.2,0.4642857142857143,0.54,0.5,0.07692307692307693,0.2727272727272727,0.6666666666666666,0.07692307692307693,0.2727272727272727,0.6666666666666666,0.13924050632911392,0.5,0.0,0.13924050632911392,0.5,0.0,5,306,0,0,0,16,87,12,82,1,5,5,65,3,11,4,6,11,79,1,2,0,1,5,900,3,0,0,0,54,100,39,84,3,6,5,65,3,11,4,6,11,79,1,2,0,1,306,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982-05-02,77,Orthodox,72,1987-05-23,76,Southpaw,70,36.0,31.0,blue,blue,Men's Welterweight,Men's Welterweight,2018-05-12,2018-05-12,UFC 224: Nunes vs. Pennington,UFC 224: Nunes vs. Pennington
1635,Markus Perez,James Bochnovic,0,2,0,0,0,0,13,16,4,4,1,1,4,8,3,6,0,1,3,3,1,1,0,0,3,3,1,1,0,0,0,0,1,1,3,3,0,0,1,1,3,3,1.0,0.8125,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,197,59,0,2,0,13,16,4,4,1,1,3,3,1,1,0,0,0,0,1,1,3,3,197,268,1,0,0,0,4,8,3,6,0,1,3,3,1,1,0,0,0,0,1,1,3,3,59,268,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988-06-22,73,Orthodox,73,1989-02-13,81,Orthodox,76,30.0,29.0,red,red,Men's Middleweight,Men's Middleweight,2018-05-12,2018-05-12,UFC 224: Nunes vs. Pennington,UFC 224: Nunes vs. Pennington
1636,Edson Barboza,Kevin Lee,0,0,0,0,0,0,64,119,51,106,0,1,233,344,142,241,4,9,26,73,20,26,5,7,26,73,20,26,5,7,47,102,2,2,2,2,47,102,2,2,2,2,0.4811320754716981,0.5378151260504201,0.0,0.5892116182572614,0.6773255813953488,0.4444444444444444,0.3561643835616438,0.7692307692307693,0.7142857142857143,0.3561643835616438,0.7692307692307693,0.7142857142857143,0.4607843137254902,1.0,1.0,0.4607843137254902,1.0,1.0,10,901,0,0,0,64,119,51,106,0,1,26,73,20,26,5,7,47,102,2,2,2,2,10,1338,5,0,0,0,233,344,142,241,4,9,26,73,20,26,5,7,47,102,2,2,2,2,901,1338,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1986-01-21,75,Orthodox,71,1992-09-04,77,Orthodox,69,32.0,26.0,blue,blue,Men's Lightweight,Men's Lightweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1637,Frankie Edgar,Cub Swanson,0,0,0,0,0,0,60,139,58,136,0,8,50,132,48,130,0,0,33,106,6,10,19,20,33,106,6,10,19,20,52,126,6,10,0,0,52,126,6,10,0,0,0.4264705882352941,0.4316546762589928,0.0,0.3692307692307693,0.3787878787878788,0.0,0.3113207547169811,0.6,0.95,0.3113207547169811,0.6,0.95,0.4126984126984127,0.6,0.0,0.4126984126984127,0.6,0.0,51,0,0,0,0,60,139,58,136,0,8,33,106,6,10,19,20,52,126,6,10,0,0,51,900,3,0,0,0,50,132,48,130,0,0,33,106,6,10,19,20,52,126,6,10,0,0,0,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1981-10-16,68,Orthodox,66,1983-11-02,70,Orthodox,68,37.0,34.0,red,red,Men's Featherweight,Men's Featherweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1638,Justin Willis,Chase Sherman,1,0,0,0,0,0,118,153,76,109,1,2,112,180,69,137,0,0,68,101,8,8,0,0,68,101,8,8,0,0,53,82,6,7,17,20,53,82,6,7,17,20,0.6972477064220184,0.7712418300653595,0.5,0.5036496350364964,0.6222222222222222,0.0,0.6732673267326733,1.0,0.0,0.6732673267326733,1.0,0.0,0.6463414634146342,0.8571428571428571,0.85,0.6463414634146342,0.8571428571428571,0.85,180,122,1,0,0,118,153,76,109,1,2,68,101,8,8,0,0,53,82,6,7,17,20,180,900,3,0,0,0,112,180,69,137,0,0,68,101,8,8,0,0,53,82,6,7,17,20,122,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1987-07-19,78,Southpaw,73,1989-11-16,78,Orthodox,76,31.0,28.0,red,red,Men's Heavyweight,Men's Heavyweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1639,David Branch,Thiago Santos,1,0,0,0,0,0,5,15,5,15,0,1,14,29,14,29,0,0,5,14,0,1,0,0,5,14,0,1,0,0,1,11,0,0,4,4,1,11,0,0,4,4,0.3333333333333333,0.3333333333333333,0.0,0.4827586206896552,0.4827586206896552,0.0,0.35714285714285715,0.0,0.0,0.35714285714285715,0.0,0.0,0.09090909090909093,0.0,1.0,0.09090909090909093,0.0,1.0,2,0,1,0,0,5,15,5,15,0,1,5,14,0,1,0,0,1,11,0,0,4,4,2,150,1,0,0,0,14,29,14,29,0,0,5,14,0,1,0,0,1,11,0,0,4,4,0,150,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1981-09-26,78,Orthodox,73,1984-01-07,76,Orthodox,74,37.0,34.0,red,red,Men's Middleweight,Men's Middleweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1640,Aljamain Sterling,Brett Johns,0,0,1,0,0,0,117,181,89,152,3,9,56,119,27,89,1,5,40,88,37,51,12,13,40,88,37,51,12,13,53,103,26,32,10,17,53,103,26,32,10,17,0.5855263157894737,0.6464088397790055,0.3333333333333333,0.30337078651685395,0.4705882352941176,0.2,0.4545454545454545,0.7254901960784313,0.9230769230769232,0.4545454545454545,0.7254901960784313,0.9230769230769232,0.5145631067961165,0.8125,0.5882352941176471,0.5145631067961165,0.8125,0.5882352941176471,82,391,0,0,1,117,181,89,152,3,9,40,88,37,51,12,13,53,103,26,32,10,17,82,900,3,0,0,0,56,119,27,89,1,5,40,88,37,51,12,13,53,103,26,32,10,17,391,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1989-07-31,71,Orthodox,67,1992-02-21,71,Orthodox,67,29.0,26.0,red,red,Men's Bantamweight,Men's Bantamweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1641,Jim Miller,Dan Hooker,0,0,0,1,0,0,13,23,10,20,1,2,24,44,24,44,0,0,6,16,2,2,2,2,6,16,2,2,2,2,8,17,2,3,0,0,8,17,2,3,0,0,0.5,0.5652173913043478,0.5,0.5454545454545454,0.5454545454545454,0.0,0.375,1.0,1.0,0.375,1.0,1.0,0.4705882352941176,0.6666666666666666,0.0,0.4705882352941176,0.6666666666666666,0.0,27,13,0,0,0,13,23,10,20,1,2,6,16,2,2,2,2,8,17,2,3,0,0,27,180,1,1,0,0,24,44,24,44,0,0,6,16,2,2,2,2,8,17,2,3,0,0,13,180,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1983-08-30,71,Southpaw,68,1990-02-13,75,Switch,72,35.0,28.0,blue,blue,Men's Lightweight,Men's Lightweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1642,Ryan LaFlare,Alex Garcia,0,0,1,0,0,0,47,71,24,48,1,6,21,66,11,54,5,7,5,27,17,19,2,2,5,27,17,19,2,2,17,38,3,6,4,4,17,38,3,6,4,4,0.5,0.6619718309859155,0.16666666666666666,0.2037037037037037,0.3181818181818182,0.7142857142857143,0.1851851851851852,0.8947368421052632,1.0,0.1851851851851852,0.8947368421052632,1.0,0.4473684210526316,0.5,1.0,0.4473684210526316,0.5,1.0,268,246,0,0,1,47,71,24,48,1,6,5,27,17,19,2,2,17,38,3,6,4,4,268,900,3,0,0,0,21,66,11,54,5,7,5,27,17,19,2,2,17,38,3,6,4,4,246,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1983-10-01,74,Southpaw,73,1987-07-14,72,Orthodox,69,35.0,31.0,red,red,Men's Welterweight,Men's Welterweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1643,Merab Dvalishvili,Ricky Simon,1,0,0,0,1,1,82,233,61,210,6,22,38,108,34,103,2,7,42,185,8,12,11,13,42,185,8,12,11,13,56,194,5,15,0,1,56,194,5,15,0,1,0.2904761904761905,0.351931330472103,0.2727272727272727,0.3300970873786408,0.35185185185185186,0.2857142857142857,0.22702702702702704,0.6666666666666666,0.8461538461538461,0.22702702702702704,0.6666666666666666,0.8461538461538461,0.28865979381443296,0.3333333333333333,0.0,0.28865979381443296,0.3333333333333333,0.0,162,166,1,0,0,82,233,61,210,6,22,42,185,8,12,11,13,56,194,5,15,0,1,162,900,3,0,1,1,38,108,34,103,2,7,42,185,8,12,11,13,56,194,5,15,0,1,166,900,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1991-01-10,68,Orthodox,66,1992-08-31,69,Orthodox,66,27.0,26.0,blue,blue,Men's Bantamweight,Men's Bantamweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1644,Siyar Bahadurzada,Luan Chagas,1,0,0,0,0,1,61,94,33,64,1,1,31,58,11,37,0,1,20,51,9,9,4,4,20,51,9,9,4,4,24,52,2,3,7,9,24,52,2,3,7,9,0.515625,0.6489361702127661,1.0,0.2972972972972973,0.5344827586206896,0.0,0.392156862745098,1.0,1.0,0.392156862745098,1.0,1.0,0.4615384615384616,0.6666666666666666,0.7777777777777778,0.4615384615384616,0.6666666666666666,0.7777777777777778,100,154,1,0,0,61,94,33,64,1,1,20,51,9,9,4,4,24,52,2,3,7,9,100,460,2,0,0,1,31,58,11,37,0,1,20,51,9,9,4,4,24,52,2,3,7,9,154,460,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1984-04-17,73,Orthodox,71,1993-06-17,75,Orthodox,72,34.0,25.0,red,red,Men's Welterweight,Men's Welterweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1645,Corey Anderson,Patrick Cummins,0,0,0,0,0,0,99,162,64,119,12,13,44,113,31,99,0,1,56,107,6,10,2,2,56,107,6,10,2,2,38,85,16,22,10,12,38,85,16,22,10,12,0.5378151260504201,0.6111111111111112,0.9230769230769232,0.31313131313131315,0.3893805309734513,0.0,0.5233644859813084,0.6,1.0,0.5233644859813084,0.6,1.0,0.4470588235294118,0.7272727272727273,0.8333333333333334,0.4470588235294118,0.7272727272727273,0.8333333333333334,482,30,0,0,0,99,162,64,119,12,13,56,107,6,10,2,2,38,85,16,22,10,12,482,900,3,0,0,0,44,113,31,99,0,1,56,107,6,10,2,2,38,85,16,22,10,12,30,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1989-09-22,79,Orthodox,75,1980-11-16,76,Orthodox,74,29.0,37.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1646,Anthony Rocco Martin,Keita Nakamura,0,2,1,0,0,0,65,142,56,133,0,0,26,85,24,83,2,5,48,124,5,6,3,3,48,124,5,6,3,3,49,121,4,9,3,3,49,121,4,9,3,3,0.42105263157894735,0.4577464788732394,0.0,0.2891566265060241,0.3058823529411765,0.4,0.3870967741935484,0.8333333333333334,1.0,0.3870967741935484,0.8333333333333334,1.0,0.4049586776859504,0.4444444444444444,1.0,0.4049586776859504,0.4444444444444444,1.0,32,98,0,2,1,65,142,56,133,0,0,48,124,5,6,3,3,49,121,4,9,3,3,32,900,3,0,0,0,26,85,24,83,2,5,48,124,5,6,3,3,49,121,4,9,3,3,98,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1989-12-11,73,Orthodox,72,1984-05-22,73,Southpaw,71,28.0,34.0,red,red,Men's Welterweight,Men's Welterweight,2018-04-21,2018-04-21,UFC Fight Night: Barboza vs. Lee,UFC Fight Night: Barboza vs. Lee
1647,Dustin Poirier,Justin Gaethje,0,0,0,0,0,0,179,357,174,351,0,5,116,213,115,212,0,0,142,314,21,26,11,11,142,314,21,26,11,11,162,338,12,13,0,0,162,338,12,13,0,0,0.4957264957264957,0.5014005602240896,0.0,0.5424528301886793,0.5446009389671361,0.0,0.4522292993630573,0.8076923076923077,1.0,0.4522292993630573,0.8076923076923077,1.0,0.4792899408284024,0.9230769230769232,0.0,0.4792899408284024,0.9230769230769232,0.0,6,64,0,0,0,179,357,174,351,0,5,142,314,21,26,11,11,162,338,12,13,0,0,6,933,4,0,0,0,116,213,115,212,0,0,142,314,21,26,11,11,162,338,12,13,0,0,64,933,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989-01-19,72,Southpaw,69,1988-11-14,70,Orthodox,71,29.0,29.0,red,red,Men's Lightweight,Men's Lightweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1648,Carlos Condit,Alex Oliveira,0,1,1,0,1,0,42,49,12,18,1,1,22,37,9,23,3,3,6,12,2,2,4,4,6,12,2,2,4,4,6,11,0,0,6,7,6,11,0,0,6,7,0.6666666666666666,0.8571428571428571,1.0,0.39130434782608703,0.5945945945945946,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5454545454545454,0.0,0.8571428571428571,0.5454545454545454,0.0,0.8571428571428571,171,224,0,1,1,42,49,12,18,1,1,6,12,2,2,4,4,6,11,0,0,6,7,171,497,2,0,1,0,22,37,9,23,3,3,6,12,2,2,4,4,6,11,0,0,6,7,224,497,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1984-04-26,75,Orthodox,74,1988-02-21,76,Orthodox,71,34.0,30.0,blue,blue,Men's Welterweight,Men's Welterweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1649,Israel Adesanya,Marvin Vettori,0,0,0,0,0,0,67,134,57,123,0,1,60,169,46,154,2,6,31,92,11,12,15,19,31,92,11,12,15,19,57,123,0,0,0,0,57,123,0,0,0,0,0.4634146341463415,0.5,0.0,0.2987012987012987,0.3550295857988165,0.3333333333333333,0.33695652173913043,0.9166666666666666,0.7894736842105263,0.33695652173913043,0.9166666666666666,0.7894736842105263,0.4634146341463415,0.0,0.0,0.4634146341463415,0.0,0.0,0,198,0,0,0,67,134,57,123,0,1,31,92,11,12,15,19,57,123,0,0,0,0,0,900,3,0,0,0,60,169,46,154,2,6,31,92,11,12,15,19,57,123,0,0,0,0,198,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1989-07-22,80,Switch,76,1993-09-20,74,Southpaw,72,29.0,25.0,red,red,Men's Middleweight,Men's Middleweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1650,Michelle Waterson,Cortney Casey,0,0,0,0,3,0,77,103,61,84,3,4,64,126,36,96,0,1,30,49,13,15,18,20,30,49,13,15,18,20,41,61,6,7,14,16,41,61,6,7,14,16,0.7261904761904762,0.7475728155339806,0.75,0.375,0.5079365079365079,0.0,0.6122448979591837,0.8666666666666667,0.9,0.6122448979591837,0.8666666666666667,0.9,0.6721311475409836,0.8571428571428571,0.875,0.6721311475409836,0.8571428571428571,0.875,363,102,0,0,0,77,103,61,84,3,4,30,49,13,15,18,20,41,61,6,7,14,16,363,900,3,0,3,0,64,126,36,96,0,1,30,49,13,15,18,20,41,61,6,7,14,16,102,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1986-01-06,62,Orthodox,63,1987-05-05,67,Orthodox,67,32.0,31.0,red,red,Women's Strawweight,Women's Strawweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1651,Tim Boetsch,Antonio Carlos Junior,0,0,0,0,1,0,13,24,7,18,0,0,35,52,31,48,1,2,4,14,1,2,2,2,4,14,1,2,2,2,7,18,0,0,0,0,7,18,0,0,0,0,0.3888888888888889,0.5416666666666666,0.0,0.6458333333333334,0.6730769230769231,0.5,0.2857142857142857,0.5,1.0,0.2857142857142857,0.5,1.0,0.3888888888888889,0.0,0.0,0.3888888888888889,0.0,0.0,5,90,0,0,0,13,24,7,18,0,0,4,14,1,2,2,2,7,18,0,0,0,0,5,268,1,0,1,0,35,52,31,48,1,2,4,14,1,2,2,2,7,18,0,0,0,0,90,268,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1981-01-28,74,Orthodox,72,1990-03-16,79,Orthodox,74,37.0,28.0,blue,blue,Men's Middleweight,Men's Middleweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1652,Muslim Salikhov,Ricky Rainey,1,0,0,0,0,0,26,49,25,48,0,2,21,46,19,44,0,1,10,32,8,8,7,8,10,32,8,8,7,8,22,44,0,1,3,3,22,44,0,1,3,3,0.5208333333333334,0.5306122448979592,0.0,0.4318181818181818,0.4565217391304348,0.0,0.3125,1.0,0.875,0.3125,1.0,0.875,0.5,0.0,1.0,0.5,0.0,1.0,20,5,1,0,0,26,49,25,48,0,2,10,32,8,8,7,8,22,44,0,1,3,3,20,552,2,0,0,0,21,46,19,44,0,1,10,32,8,8,7,8,22,44,0,1,3,3,5,552,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1984-06-09,70,Orthodox,71,1983-06-29,77,Switch,73,34.0,35.0,red,red,Men's Welterweight,Men's Welterweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1653,Wilson Reis,John Moraga,0,0,0,0,1,2,61,127,12,61,8,16,69,116,46,91,0,0,6,52,1,4,5,5,6,52,1,4,5,5,12,61,0,0,0,0,12,61,0,0,0,0,0.19672131147540986,0.4803149606299213,0.5,0.5054945054945055,0.5948275862068966,0.0,0.1153846153846154,0.25,1.0,0.1153846153846154,0.25,1.0,0.19672131147540986,0.0,0.0,0.19672131147540986,0.0,0.0,463,42,0,0,0,61,127,12,61,8,16,6,52,1,4,5,5,12,61,0,0,0,0,463,900,3,0,1,2,69,116,46,91,0,0,6,52,1,4,5,5,12,61,0,0,0,0,42,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1985-01-06,65,Southpaw,64,1984-03-20,66,Orthodox,66,33.0,34.0,blue,blue,Men's Flyweight,Men's Flyweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1654,Krzysztof Jotko,Brad Tavares,0,0,0,1,0,0,40,90,24,74,0,3,62,115,46,96,0,1,18,62,3,6,3,6,18,62,3,6,3,6,13,55,11,19,0,0,13,55,11,19,0,0,0.32432432432432434,0.4444444444444444,0.0,0.4791666666666667,0.5391304347826087,0.0,0.2903225806451613,0.5,0.5,0.2903225806451613,0.5,0.5,0.2363636363636364,0.5789473684210527,0.0,0.2363636363636364,0.5789473684210527,0.0,45,152,0,0,0,40,90,24,74,0,3,18,62,3,6,3,6,13,55,11,19,0,0,45,736,3,1,0,0,62,115,46,96,0,1,18,62,3,6,3,6,13,55,11,19,0,0,152,736,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1989-08-19,77,Southpaw,73,1987-12-21,74,Orthodox,73,29.0,30.0,blue,blue,Men's Middleweight,Men's Middleweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1655,Gilbert Burns,Dan Moret,1,0,0,0,0,0,39,74,31,65,2,2,20,58,20,58,0,0,22,55,8,9,1,1,22,55,8,9,1,1,28,57,1,2,2,6,28,57,1,2,2,6,0.476923076923077,0.527027027027027,1.0,0.3448275862068966,0.3448275862068966,0.0,0.4,0.8888888888888888,1.0,0.4,0.8888888888888888,1.0,0.4912280701754386,0.5,0.3333333333333333,0.4912280701754386,0.5,0.3333333333333333,84,0,1,0,0,39,74,31,65,2,2,22,55,8,9,1,1,28,57,1,2,2,6,84,359,2,0,0,0,20,58,20,58,0,0,22,55,8,9,1,1,28,57,1,2,2,6,0,359,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1986-07-20,71,Orthodox,70,1986-11-21,73,Southpaw,72,32.0,31.0,red,red,Men's Lightweight,Men's Lightweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1656,Shana Dobson,Lauren Mueller,0,0,0,0,0,0,74,213,68,206,1,4,70,171,58,156,2,2,34,158,23,36,11,12,34,158,23,36,11,12,62,198,6,8,0,0,62,198,6,8,0,0,0.3300970873786408,0.3474178403755869,0.25,0.3717948717948718,0.4093567251461988,1.0,0.21518987341772156,0.6388888888888888,0.9166666666666666,0.21518987341772156,0.6388888888888888,0.9166666666666666,0.31313131313131315,0.75,0.0,0.31313131313131315,0.75,0.0,44,168,0,0,0,74,213,68,206,1,4,34,158,23,36,11,12,62,198,6,8,0,0,44,900,3,0,0,0,70,171,58,156,2,2,34,158,23,36,11,12,62,198,6,8,0,0,168,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1989-03-30,69,Orthodox,66,1991-11-15,67,Orthodox,65,29.0,26.0,blue,blue,Women's Flyweight,Women's Flyweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1657,Dhiego Lima,Yushin Okami,0,0,0,0,0,0,17,31,11,24,0,0,57,66,15,19,6,13,6,16,3,6,2,2,6,16,3,6,2,2,6,19,3,3,2,2,6,19,3,3,2,2,0.4583333333333333,0.5483870967741935,0.0,0.7894736842105263,0.8636363636363636,0.4615384615384616,0.375,0.5,1.0,0.375,0.5,1.0,0.3157894736842105,1.0,1.0,0.3157894736842105,1.0,1.0,5,750,0,0,0,17,31,11,24,0,0,6,16,3,6,2,2,6,19,3,3,2,2,5,900,3,0,0,0,57,66,15,19,6,13,6,16,3,6,2,2,6,19,3,3,2,2,750,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1989-01-31,75,Orthodox,74,1981-07-21,75,Southpaw,74,29.0,37.0,blue,blue,Men's Welterweight,Men's Welterweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
