,red_name,blue_name,weight_class,event,winner,method,round,red_KDs,red_Sub_Atts,red_Reversals,blue_KDs,blue_Sub_Atts,blue_Reversals,title_bout,red_total_stks_landed,red_total_stks_attempted,red_sig_stks_landed,red_sig_stks_attempted,red_TDs_landed,red_TDs_attempted,blue_total_stks_landed,blue_total_stks_attempted,blue_sig_stks_landed,blue_sig_stks_attempted,blue_TDs_landed,blue_TDs_attempted,red_sig_stks_head_landed,red_sig_stks_head_attempted,red_sig_stks_body_landed,red_sig_stks_body_attempted,red_sig_stks_leg_landed,red_sig_stks_leg_attempted,blue_sig_stks_head_landed,blue_sig_stks_head_attempted,blue_sig_stks_body_landed,blue_sig_stks_body_attempted,blue_sig_stks_leg_landed,blue_sig_stks_leg_attempted,red_sig_stks_distance_landed,red_sig_stks_distance_attempted,red_sig_stks_clinch_landed,red_sig_stks_clinch_attempted,red_sig_stks_ground_landed,red_sig_stks_ground_attempted,blue_sig_stks_distance_landed,blue_sig_stks_distance_attempted,blue_sig_stks_clinch_landed,blue_sig_stks_clinch_attempted,blue_sig_stks_ground_landed,blue_sig_stks_ground_attempted,red_sig_stk_pct,red_total_stk_pct,red_TD_pct,blue_sig_stk_pct,blue_total_stk_pct,blue_TD_pct,red_sig_stk_head_pct,red_sig_stk_body_pct,red_sig_stk_leg_pct,blue_sig_stk_head_pct,blue_sig_stk_body_pct,blue_sig_stk_leg_pct,red_sig_stk_distance_pct,red_sig_stk_clinch_pct,red_sig_stk_ground_pct,blue_sig_stk_distance_pct,blue_sig_stk_clinch_pct,blue_sig_stk_ground_pct,fight_seconds,red_control_seconds,blue_control_seconds,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd
21,Alex Oliveira,Niko Price,Men's Welterweight,UFC Fight Night: Santos vs. Walker,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,83,131,65,112,1,2,108,167,64,116,1,3,31,72,17,23,17,17,37,83,7,11,20,22,56,99,2,2,7,11,45,93,2,2,17,21,0.5803571428571429,0.6335877862595419,0.5,0.5517241379310345,0.6467065868263473,0.3333333333333333,0.4305555555555556,0.7391304347826086,1.0,0.4457831325301205,0.6363636363636364,0.9090909090909091,0.5656565656565656,1.0,0.6363636363636364,0.4838709677419355,1.0,0.8095238095238095,900,194,290,0,0,0,83,131,65,112,1,2,31,72,17,23,17,17,56,99,2,2,7,11,194,900,3,0,0,0,108,167,64,116,1,3,37,83,7,11,20,22,45,93,2,2,17,21,290,900,3
22,Misha Cirkunov,Krzysztof Jotko,Men's Middleweight,UFC Fight Night: Santos vs. Walker,blue,Decision - Split,3,0,0,0,0,0,0,False,55,106,41,91,5,17,56,115,41,95,1,3,13,59,10,13,18,19,23,76,6,7,12,12,28,76,6,8,7,7,37,89,4,6,0,0,0.45054945054945056,0.5188679245283019,0.29411764705882354,0.43157894736842106,0.48695652173913045,0.3333333333333333,0.22033898305084745,0.7692307692307693,0.9473684210526315,0.3026315789473684,0.8571428571428571,1.0,0.3684210526315789,0.75,1.0,0.4157303370786517,0.6666666666666666,0.0,900,246,44,0,0,0,55,106,41,91,5,17,13,59,10,13,18,19,28,76,6,8,7,7,246,900,3,0,0,0,56,115,41,95,1,3,23,76,6,7,12,12,37,89,4,6,0,0,44,900,3
23,Alexander Hernandez,Mike Breeden,Men's Lightweight,UFC Fight Night: Santos vs. Walker,red,KO/TKO,1,1,0,0,0,0,0,False,20,35,20,35,0,2,6,15,6,15,0,0,15,29,4,4,1,2,4,13,0,0,2,2,14,26,6,9,0,0,5,14,1,1,0,0,0.5714285714285714,0.5714285714285714,0.0,0.4,0.4,0.0,0.5172413793103449,1.0,0.5,0.3076923076923077,0.0,1.0,0.5384615384615384,0.6666666666666666,0.0,0.35714285714285715,1.0,0.0,80,0,0,1,0,0,20,35,20,35,0,2,15,29,4,4,1,2,14,26,6,9,0,0,0,80,1,0,0,0,6,15,6,15,0,0,4,13,0,0,2,2,5,14,1,1,0,0,0,80,1
24,Joe Solecki,Jared Gordon,Men's Lightweight,UFC Fight Night: Santos vs. Walker,blue,Decision - Split,3,0,0,0,0,0,1,False,70,102,38,69,4,7,83,122,51,86,1,2,31,62,5,5,2,2,32,60,12,18,7,8,25,56,4,4,9,9,33,68,15,15,3,3,0.5507246376811594,0.6862745098039216,0.5714285714285714,0.5930232558139535,0.680327868852459,0.5,0.5,1.0,1.0,0.5333333333333333,0.6666666666666666,0.875,0.44642857142857145,1.0,1.0,0.4852941176470588,1.0,1.0,900,363,247,0,0,0,70,102,38,69,4,7,31,62,5,5,2,2,25,56,4,4,9,9,363,900,3,0,0,1,83,122,51,86,1,2,32,60,12,18,7,8,33,68,15,15,3,3,247,900,3
25,Antonina Shevchenko,Casey O'Neill,Women's Flyweight,UFC Fight Night: Santos vs. Walker,blue,KO/TKO,2,0,0,0,0,0,0,False,58,85,40,63,0,1,128,209,52,110,3,8,32,55,8,8,0,0,46,101,4,7,2,2,24,45,8,8,8,10,13,55,2,3,37,52,0.6349206349206349,0.6823529411764706,0.0,0.4727272727272727,0.6124401913875598,0.375,0.5818181818181818,1.0,0.0,0.45544554455445546,0.5714285714285714,1.0,0.5333333333333333,1.0,0.8,0.23636363636363636,0.6666666666666666,0.7115384615384616,587,72,339,0,0,0,58,85,40,63,0,1,32,55,8,8,0,0,24,45,8,8,8,10,72,587,2,0,0,0,128,209,52,110,3,8,46,101,4,7,2,2,13,55,2,3,37,52,339,587,2
26,Bethe Correia,Karol Rosa,Women's Bantamweight,UFC Fight Night: Santos vs. Walker,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,85,171,62,147,0,2,145,219,125,199,0,2,18,91,38,50,6,6,70,142,35,35,20,22,57,140,5,7,0,0,102,172,22,26,1,1,0.4217687074829932,0.49707602339181284,0.0,0.628140703517588,0.6621004566210046,0.0,0.1978021978021978,0.76,1.0,0.49295774647887325,1.0,0.9090909090909091,0.40714285714285714,0.7142857142857143,0.0,0.5930232558139535,0.8461538461538461,1.0,900,0,170,0,0,0,85,171,62,147,0,2,18,91,38,50,6,6,57,140,5,7,0,0,0,900,3,0,0,0,145,219,125,199,0,2,70,142,35,35,20,22,102,172,22,26,1,1,170,900,3
27,Devonte Smith,Jamie Mullarkey,Men's Lightweight,UFC Fight Night: Santos vs. Walker,blue,KO/TKO,2,0,0,0,1,0,0,False,32,67,29,64,0,0,58,112,55,108,1,2,24,57,2,4,3,3,22,65,22,32,11,11,26,59,3,5,0,0,34,75,15,22,6,11,0.453125,0.47761194029850745,0.0,0.5092592592592593,0.5178571428571429,0.5,0.42105263157894735,0.5,1.0,0.3384615384615385,0.6875,1.0,0.4406779661016949,0.6,0.0,0.4533333333333333,0.6818181818181818,0.5454545454545454,471,0,47,0,0,0,32,67,29,64,0,0,24,57,2,4,3,3,26,59,3,5,0,0,0,471,2,1,0,0,58,112,55,108,1,2,22,65,22,32,11,11,34,75,15,22,6,11,47,471,2
28,Douglas Silva de Andrade,Gaetano Pirrello,Men's Bantamweight,UFC Fight Night: Santos vs. Walker,red,KO/TKO,1,1,0,0,0,0,0,False,12,17,10,15,0,0,5,6,5,6,0,0,6,9,2,4,2,2,0,0,2,3,3,3,6,11,1,1,3,3,4,5,1,1,0,0,0.6666666666666666,0.7058823529411765,0.0,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,1.0,0.5454545454545454,1.0,1.0,0.8,1.0,0.0,124,19,0,1,0,0,12,17,10,15,0,0,6,9,2,4,2,2,6,11,1,1,3,3,19,124,1,0,0,0,5,6,5,6,0,0,0,0,2,3,3,3,4,5,1,1,0,0,0,124,1
29,Stephanie Egger,Shanna Young,Women's Bantamweight,UFC Fight Night: Santos vs. Walker,red,KO/TKO,2,0,0,0,0,2,0,False,62,84,29,42,2,4,26,54,22,50,0,0,20,33,3,3,6,6,8,31,11,16,3,3,14,25,3,3,12,14,22,50,0,0,0,0,0.6904761904761905,0.7380952380952381,0.5,0.44,0.48148148148148145,0.0,0.6060606060606061,1.0,1.0,0.25806451612903225,0.6875,1.0,0.56,1.0,0.8571428571428571,0.44,0.0,0.0,442,208,23,0,0,0,62,84,29,42,2,4,20,33,3,3,6,6,14,25,3,3,12,14,208,442,2,0,2,0,26,54,22,50,0,0,8,31,11,16,3,3,22,50,0,0,0,0,23,442,2
30,Alejandro Perez,Johnny Eduardo,Men's Bantamweight,UFC Fight Night: Santos vs. Walker,red,Submission,2,0,2,0,0,0,0,False,34,66,23,55,1,1,38,66,31,59,1,1,11,40,10,12,2,3,7,33,8,9,16,17,18,49,2,2,3,4,28,55,2,3,1,1,0.41818181818181815,0.5151515151515151,1.0,0.5254237288135594,0.5757575757575758,1.0,0.275,0.8333333333333334,0.6666666666666666,0.21212121212121213,0.8888888888888888,0.9411764705882353,0.3673469387755102,1.0,0.75,0.509090909090909,0.6666666666666666,1.0,553,74,74,0,2,0,34,66,23,55,1,1,11,40,10,12,2,3,18,49,2,2,3,4,74,553,2,0,0,0,38,66,31,59,1,1,7,33,8,9,16,17,28,55,2,3,1,1,74,553,2
31,Alexander Volkanovski,Brian Ortega,Men's Featherweight,UFC 266: Volkanovski vs. Ortega,red,Decision - Unanimous,5,0,0,2,0,3,1,True,229,377,214,353,0,0,101,250,88,234,2,5,146,270,20,26,48,57,59,193,20,26,9,15,158,254,3,6,53,93,82,225,6,9,0,0,0.6062322946175638,0.6074270557029178,0.0,0.37606837606837606,0.404,0.4,0.5407407407407407,0.7692307692307693,0.8421052631578947,0.30569948186528495,0.7692307692307693,0.6,0.6220472440944882,0.5,0.5698924731182796,0.36444444444444446,0.6666666666666666,0.0,1500,231,54,0,0,2,229,377,214,353,0,0,146,270,20,26,48,57,158,254,3,6,53,93,231,1500,5,0,3,1,101,250,88,234,2,5,59,193,20,26,9,15,82,225,6,9,0,0,54,1500,5
32,Valentina Shevchenko,Lauren Murphy,Women's Flyweight,UFC 266: Volkanovski vs. Ortega,red,KO/TKO,4,0,0,0,0,0,0,True,132,204,98,170,3,4,19,100,11,91,0,0,62,126,19,24,17,20,4,73,3,13,4,5,72,137,6,8,20,25,11,91,0,0,0,0,0.5764705882352941,0.6470588235294118,0.75,0.12087912087912088,0.19,0.0,0.49206349206349204,0.7916666666666666,0.85,0.0547945205479452,0.23076923076923078,0.8,0.5255474452554745,0.75,0.8,0.12087912087912088,0.0,0.0,1140,244,41,0,0,0,132,204,98,170,3,4,62,126,19,24,17,20,72,137,6,8,20,25,244,1140,4,0,0,0,19,100,11,91,0,0,4,73,3,13,4,5,11,91,0,0,0,0,41,1140,4
33,Nick Diaz,Robbie Lawler,Men's Middleweight,UFC 266: Volkanovski vs. Ortega,blue,KO/TKO,3,0,0,0,0,0,0,False,150,339,150,339,0,1,131,221,131,221,0,0,114,294,36,45,0,0,88,176,33,35,10,10,144,331,6,8,0,0,99,182,31,38,1,1,0.4424778761061947,0.4424778761061947,0.0,0.5927601809954751,0.5927601809954751,0.0,0.3877551020408163,0.8,0.0,0.5,0.9428571428571428,1.0,0.4350453172205438,0.75,0.0,0.5439560439560439,0.8157894736842105,1.0,644,0,14,0,0,0,150,339,150,339,0,1,114,294,36,45,0,0,144,331,6,8,0,0,0,644,3,0,0,0,131,221,131,221,0,0,88,176,33,35,10,10,99,182,31,38,1,1,14,644,3
34,Curtis Blaydes,Jairzinho Rozenstruik,Men's Heavyweight,UFC 266: Volkanovski vs. Ortega,red,Decision - Unanimous,3,0,0,0,0,0,0,False,113,190,32,96,3,6,46,99,18,68,0,0,18,76,6,8,8,12,17,65,1,2,0,1,24,86,0,0,8,10,16,65,2,3,0,0,0.3333333333333333,0.5947368421052631,0.5,0.2647058823529412,0.46464646464646464,0.0,0.23684210526315788,0.75,0.6666666666666666,0.26153846153846155,0.5,0.0,0.27906976744186046,0.0,0.8,0.24615384615384617,0.6666666666666666,0.0,900,379,0,0,0,0,113,190,32,96,3,6,18,76,6,8,8,12,24,86,0,0,8,10,379,900,3,0,0,0,46,99,18,68,0,0,17,65,1,2,0,1,16,65,2,3,0,0,0,900,3
35,Jessica Andrade,Cynthia Calvillo,Women's Flyweight,UFC 266: Volkanovski vs. Ortega,red,KO/TKO,1,0,0,0,0,0,0,False,48,86,48,86,0,0,27,75,27,75,0,0,34,70,2,3,12,13,10,52,13,18,4,5,41,72,7,14,0,0,27,75,0,0,0,0,0.5581395348837209,0.5581395348837209,0.0,0.36,0.36,0.0,0.4857142857142857,0.6666666666666666,0.9230769230769231,0.19230769230769232,0.7222222222222222,0.8,0.5694444444444444,0.5,0.0,0.36,0.0,0.0,294,0,0,0,0,0,48,86,48,86,0,0,34,70,2,3,12,13,41,72,7,14,0,0,0,294,1,0,0,0,27,75,27,75,0,0,10,52,13,18,4,5,27,75,0,0,0,0,0,294,1
36,Marlon Moraes,Merab Dvalishvili,Men's Bantamweight,UFC 266: Volkanovski vs. Ortega,blue,KO/TKO,2,1,0,0,0,0,0,False,34,49,29,44,0,0,246,307,69,109,4,4,23,36,0,0,6,8,63,101,6,7,0,1,21,35,1,2,7,7,12,35,0,0,57,74,0.6590909090909091,0.6938775510204082,0.0,0.6330275229357798,0.8013029315960912,1.0,0.6388888888888888,0.0,0.75,0.6237623762376238,0.8571428571428571,0.0,0.6,0.5,1.0,0.34285714285714286,0.0,0.7702702702702703,565,30,360,1,0,0,34,49,29,44,0,0,23,36,0,0,6,8,21,35,1,2,7,7,30,565,2,0,0,0,246,307,69,109,4,4,63,101,6,7,0,1,12,35,0,0,57,74,360,565,2
37,Dan Hooker,Nasrat Haqparast,Men's Lightweight,UFC 266: Volkanovski vs. Ortega,red,Decision - Unanimous,3,0,0,0,0,0,0,False,177,261,73,153,3,7,35,77,27,69,0,1,26,97,27,32,20,24,17,56,9,11,1,2,55,134,14,15,4,4,23,63,4,6,0,0,0.477124183006536,0.6781609195402298,0.42857142857142855,0.391304347826087,0.45454545454545453,0.0,0.26804123711340205,0.84375,0.8333333333333334,0.30357142857142855,0.8181818181818182,0.5,0.41044776119402987,0.9333333333333333,1.0,0.36507936507936506,0.6666666666666666,0.0,900,424,3,0,0,0,177,261,73,153,3,7,26,97,27,32,20,24,55,134,14,15,4,4,424,900,3,0,0,0,35,77,27,69,0,1,17,56,9,11,1,2,23,63,4,6,0,0,3,900,3
38,Shamil Abdurakhimov,Chris Daukaus,Men's Heavyweight,UFC 266: Volkanovski vs. Ortega,blue,KO/TKO,2,0,0,0,2,0,0,False,23,63,23,63,0,0,38,93,38,93,0,0,13,48,6,11,4,4,34,88,2,3,2,2,22,62,1,1,0,0,18,58,2,5,18,30,0.36507936507936506,0.36507936507936506,0.0,0.40860215053763443,0.40860215053763443,0.0,0.2708333333333333,0.5454545454545454,1.0,0.38636363636363635,0.6666666666666666,1.0,0.3548387096774194,1.0,0.0,0.3103448275862069,0.4,0.6,383,0,48,0,0,0,23,63,23,63,0,0,13,48,6,11,4,4,22,62,1,1,0,0,0,383,2,2,0,0,38,93,38,93,0,0,34,88,2,3,2,2,18,58,2,5,18,30,48,383,2
39,Roxanne Modafferi,Taila Santos,Women's Flyweight,UFC 266: Volkanovski vs. Ortega,blue,Decision - Unanimous,3,0,0,0,1,0,0,False,43,124,18,92,0,4,118,164,55,95,5,5,13,85,2,3,3,4,38,75,8,11,9,9,16,90,2,2,0,0,40,72,8,9,7,14,0.1956521739130435,0.3467741935483871,0.0,0.5789473684210527,0.7195121951219512,1.0,0.15294117647058825,0.6666666666666666,0.75,0.5066666666666667,0.7272727272727273,1.0,0.17777777777777778,1.0,0.0,0.5555555555555556,0.8888888888888888,0.5,900,182,483,0,0,0,43,124,18,92,0,4,13,85,2,3,3,4,16,90,2,2,0,0,182,900,3,1,0,0,118,164,55,95,5,5,38,75,8,11,9,9,40,72,8,9,7,14,483,900,3
40,Uros Medic,Jalin Turner,Men's Lightweight,UFC 266: Volkanovski vs. Ortega,blue,Submission,1,0,0,0,0,1,0,False,6,11,6,11,0,0,40,68,25,47,1,1,2,6,0,1,4,4,16,36,8,9,1,2,6,11,0,0,0,0,16,31,3,3,6,13,0.5454545454545454,0.5454545454545454,0.0,0.5319148936170213,0.5882352941176471,1.0,0.3333333333333333,0.0,1.0,0.4444444444444444,0.8888888888888888,0.5,0.5454545454545454,0.0,0.0,0.5161290322580645,1.0,0.46153846153846156,241,0,144,0,0,0,6,11,6,11,0,0,2,6,0,1,4,4,6,11,0,0,0,0,0,241,1,0,1,0,40,68,25,47,1,1,16,36,8,9,1,2,16,31,3,3,6,13,144,241,1
41,Cody Brundage,Nick Maximov,Men's Middleweight,UFC 266: Volkanovski vs. Ortega,blue,Decision - Unanimous,3,0,1,0,0,0,2,False,59,90,28,53,0,1,84,142,14,40,4,15,22,45,3,5,3,3,12,37,1,1,1,2,13,37,4,5,11,11,8,26,3,5,3,9,0.5283018867924528,0.6555555555555556,0.0,0.35,0.5915492957746479,0.26666666666666666,0.4888888888888889,0.6,1.0,0.32432432432432434,1.0,0.5,0.35135135135135137,0.8,1.0,0.3076923076923077,0.6,0.3333333333333333,900,115,561,0,1,0,59,90,28,53,0,1,22,45,3,5,3,3,13,37,4,5,11,11,115,900,3,0,0,2,84,142,14,40,4,15,12,37,1,1,1,2,8,26,3,5,3,9,561,900,3
42,Matthew Semelsberger,Martin Sano,Men's Welterweight,UFC 266: Volkanovski vs. Ortega,red,KO/TKO,1,1,0,0,0,0,0,False,3,5,3,5,0,0,1,3,1,3,0,0,2,4,1,1,0,0,1,3,0,0,0,0,2,4,0,0,1,1,1,3,0,0,0,0,0.6,0.6,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,15,1,0,1,0,0,3,5,3,5,0,0,2,4,1,1,0,0,2,4,0,0,1,1,1,15,1,0,0,0,1,3,1,3,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,15,1
43,Jonathan Pearce,Omar Morales,Men's Featherweight,UFC 266: Volkanovski vs. Ortega,red,Submission,2,0,1,0,0,0,2,False,55,83,12,35,6,11,27,42,12,25,0,0,9,28,3,4,0,3,9,22,0,0,3,3,11,33,1,2,0,0,8,18,4,7,0,0,0.34285714285714286,0.6626506024096386,0.5454545454545454,0.48,0.6428571428571429,0.0,0.32142857142857145,0.75,0.0,0.4090909090909091,0.0,1.0,0.3333333333333333,0.5,0.0,0.4444444444444444,0.5714285714285714,0.0,511,333,19,0,1,0,55,83,12,35,6,11,9,28,3,4,0,3,11,33,1,2,0,0,333,511,2,0,0,2,27,42,12,25,0,0,9,22,0,0,3,3,8,18,4,7,0,0,19,511,2
44,Anthony Smith,Ryan Spann,Men's Lightheavyweight,UFC Fight Night: Smith vs. Spann,red,Submission,1,2,1,0,0,0,0,False,18,29,17,28,0,0,8,20,8,20,0,1,11,21,3,4,3,3,5,17,3,3,0,0,11,20,0,0,6,8,6,18,1,1,1,1,0.6071428571428571,0.6206896551724138,0.0,0.4,0.4,0.0,0.5238095238095238,0.75,1.0,0.29411764705882354,1.0,0.0,0.55,0.0,0.75,0.3333333333333333,1.0,1.0,227,98,30,2,1,0,18,29,17,28,0,0,11,21,3,4,3,3,11,20,0,0,6,8,98,227,1,0,0,0,8,20,8,20,0,1,5,17,3,3,0,0,6,18,1,1,1,1,30,227,1
45,Ion Cutelaba,Devin Clark,Men's Lightheavyweight,UFC Fight Night: Smith vs. Spann,red,Decision - Unanimous,3,1,0,0,0,0,0,False,92,138,64,101,8,12,84,130,23,52,1,6,59,95,4,5,1,1,10,32,3,7,10,13,7,21,11,16,46,64,12,32,8,13,3,7,0.6336633663366337,0.6666666666666666,0.6666666666666666,0.4423076923076923,0.6461538461538462,0.16666666666666666,0.6210526315789474,0.8,1.0,0.3125,0.42857142857142855,0.7692307692307693,0.3333333333333333,0.6875,0.71875,0.375,0.6153846153846154,0.42857142857142855,900,528,118,1,0,0,92,138,64,101,8,12,59,95,4,5,1,1,7,21,11,16,46,64,528,900,3,0,0,0,84,130,23,52,1,6,10,32,3,7,10,13,12,32,8,13,3,7,118,900,3
46,Ariane Lipski,Mandy Bohm,Women's Flyweight,UFC Fight Night: Smith vs. Spann,red,Decision - Unanimous,3,2,0,0,0,0,0,False,116,233,87,194,0,1,47,123,36,108,0,4,27,106,53,73,7,15,18,84,12,16,6,8,64,157,15,23,8,14,31,101,5,7,0,0,0.4484536082474227,0.4978540772532189,0.0,0.3333333333333333,0.3821138211382114,0.0,0.25471698113207547,0.726027397260274,0.4666666666666667,0.21428571428571427,0.75,0.75,0.40764331210191085,0.6521739130434783,0.5714285714285714,0.3069306930693069,0.7142857142857143,0.0,900,266,29,2,0,0,116,233,87,194,0,1,27,106,53,73,7,15,64,157,15,23,8,14,266,900,3,0,0,0,47,123,36,108,0,4,18,84,12,16,6,8,31,101,5,7,0,0,29,900,3
47,Arman Tsarukyan,Christos Giagos,Men's Lightweight,UFC Fight Night: Smith vs. Spann,red,KO/TKO,1,1,0,0,0,0,0,False,27,37,22,31,0,1,4,11,1,6,0,0,21,29,1,1,0,1,0,5,1,1,0,0,4,10,0,0,18,21,1,5,0,1,0,0,0.7096774193548387,0.7297297297297297,0.0,0.16666666666666666,0.36363636363636365,0.0,0.7241379310344828,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.8571428571428571,0.2,0.0,0.0,129,11,49,1,0,0,27,37,22,31,0,1,21,29,1,1,0,1,4,10,0,0,18,21,11,129,1,0,0,0,4,11,1,6,0,0,0,5,1,1,0,0,1,5,0,1,0,0,49,129,1
48,Nate Maness,Tony Gravely,Men's Bantamweight,UFC Fight Night: Smith vs. Spann,red,KO/TKO,2,1,0,0,1,0,0,False,64,98,31,63,1,1,44,77,36,68,1,6,26,57,5,6,0,0,18,43,8,11,10,14,21,52,2,2,8,9,25,55,8,10,3,3,0.49206349206349204,0.6530612244897959,1.0,0.5294117647058824,0.5714285714285714,0.16666666666666666,0.45614035087719296,0.8333333333333334,0.0,0.4186046511627907,0.7272727272727273,0.7142857142857143,0.40384615384615385,1.0,0.8888888888888888,0.45454545454545453,0.8,1.0,430,15,146,1,0,0,64,98,31,63,1,1,26,57,5,6,0,0,21,52,2,2,8,9,15,430,2,1,0,0,44,77,36,68,1,6,18,43,8,11,10,14,25,55,8,10,3,3,146,430,2
49,Joaquin Buckley,Antonio Arroyo,Men's Middleweight,UFC Fight Night: Smith vs. Spann,red,KO/TKO,3,1,0,0,0,0,0,False,45,107,41,102,1,6,30,57,21,46,0,0,12,59,12,22,17,21,4,22,10,17,7,7,34,95,2,2,5,5,21,45,0,1,0,0,0.4019607843137255,0.4205607476635514,0.16666666666666666,0.45652173913043476,0.5263157894736842,0.0,0.2033898305084746,0.5454545454545454,0.8095238095238095,0.18181818181818182,0.5882352941176471,1.0,0.35789473684210527,1.0,1.0,0.4666666666666667,0.0,0.0,746,78,24,1,0,0,45,107,41,102,1,6,12,59,12,22,17,21,34,95,2,2,5,5,78,746,3,0,0,0,30,57,21,46,0,0,4,22,10,17,7,7,21,45,0,1,0,0,24,746,3
50,Mike Rodriguez,Tafon Nchukwi,Men's Lightheavyweight,UFC Fight Night: Smith vs. Spann,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,59,156,49,144,0,0,145,240,116,199,3,3,19,105,17,22,13,17,81,144,25,44,10,11,45,137,4,7,0,0,76,146,31,42,9,11,0.3402777777777778,0.3782051282051282,0.0,0.5829145728643216,0.6041666666666666,1.0,0.18095238095238095,0.7727272727272727,0.7647058823529411,0.5625,0.5681818181818182,0.9090909090909091,0.3284671532846715,0.5714285714285714,0.0,0.5205479452054794,0.7380952380952381,0.8181818181818182,900,2,285,0,0,0,59,156,49,144,0,0,19,105,17,22,13,17,45,137,4,7,0,0,2,900,3,0,0,0,145,240,116,199,3,3,81,144,25,44,10,11,76,146,31,42,9,11,285,900,3
51,Pannie Kianzad,Raquel Pennington,Women's Bantamweight,UFC Fight Night: Smith vs. Spann,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,85,144,50,98,1,2,98,144,48,79,1,3,26,68,20,25,4,5,26,56,17,18,5,5,13,50,37,48,0,0,23,49,23,28,2,2,0.5102040816326531,0.5902777777777778,0.5,0.6075949367088608,0.6805555555555556,0.3333333333333333,0.38235294117647056,0.8,0.8,0.4642857142857143,0.9444444444444444,1.0,0.26,0.7708333333333334,0.0,0.46938775510204084,0.8214285714285714,1.0,900,334,376,0,0,0,85,144,50,98,1,2,26,68,20,25,4,5,13,50,37,48,0,0,334,900,3,0,0,0,98,144,48,79,1,3,26,56,17,18,5,5,23,49,23,28,2,2,376,900,3
52,Rong Zhu,Brandon Jenkins,Men's Lightweight,UFC Fight Night: Smith vs. Spann,red,KO/TKO,3,1,0,0,0,0,1,False,134,198,86,134,6,8,67,138,41,105,0,0,71,118,8,9,7,7,17,69,7,16,17,20,43,74,1,1,42,59,36,98,3,5,2,2,0.6417910447761194,0.6767676767676768,0.75,0.3904761904761905,0.4855072463768116,0.0,0.6016949152542372,0.8888888888888888,1.0,0.2463768115942029,0.4375,0.85,0.581081081081081,1.0,0.711864406779661,0.3673469387755102,0.6,1.0,875,567,4,1,0,0,134,198,86,134,6,8,71,118,8,9,7,7,43,74,1,1,42,59,567,875,3,0,0,1,67,138,41,105,0,0,17,69,7,16,17,20,36,98,3,5,2,2,4,875,3
53,Montel Jackson,JP Buys,Men's Bantamweight,UFC Fight Night: Smith vs. Spann,red,Decision - Unanimous,3,4,1,0,0,3,0,False,91,117,25,43,4,5,39,60,8,24,1,7,18,36,7,7,0,0,3,10,4,13,1,1,11,17,6,8,8,18,6,22,1,1,1,1,0.5813953488372093,0.7777777777777778,0.8,0.3333333333333333,0.65,0.14285714285714285,0.5,1.0,0.0,0.3,0.3076923076923077,1.0,0.6470588235294118,0.75,0.4444444444444444,0.2727272727272727,1.0,1.0,900,603,80,4,1,0,91,117,25,43,4,5,18,36,7,7,0,0,11,17,6,8,8,18,603,900,3,0,3,0,39,60,8,24,1,7,3,10,4,13,1,1,6,22,1,1,1,1,80,900,3
54,Erin Blanchfield,Sarah Alpar,Women's Flyweight,UFC Fight Night: Smith vs. Spann,red,Decision - Unanimous,3,0,0,0,0,0,0,False,198,318,120,210,3,3,45,120,41,113,0,1,94,182,15,17,11,11,22,87,8,13,11,13,53,121,10,10,57,79,40,110,1,3,0,0,0.5714285714285714,0.6226415094339622,1.0,0.36283185840707965,0.375,0.0,0.5164835164835165,0.8823529411764706,1.0,0.25287356321839083,0.6153846153846154,0.8461538461538461,0.4380165289256198,1.0,0.7215189873417721,0.36363636363636365,0.3333333333333333,0.0,900,583,0,0,0,0,198,318,120,210,3,3,94,182,15,17,11,11,53,121,10,10,57,79,583,900,3,0,0,0,45,120,41,113,0,1,22,87,8,13,11,13,40,110,1,3,0,0,0,900,3
